ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
97|Committee to Elect David "Pete" Catlin|96 1st General Campaign Statement|1996-10-07|1996-12-02|$300.00|REDUCED|$0.00|1997-01-09||Catlin|David "Pete"|
98|Committee to Elect David "Pete" Catlin|96 2nd General Campaign Statement|1996-10-28|1996-12-02|$300.00|REDUCED|$20.00|1997-01-09||Catlin|David "Pete"|
99|Tom Cavanaugh for County Clerk Committee|96 1st General Campaign Statement|1996-10-07|1996-10-15|$80.00|REDUCED|$0.00|1997-01-04||Cavanaugh|Tom|
100|Senator Ernie Chambers Re-Election Committee|95 Annual Campaign Statement|1996-01-31|1996-02-07|$70.00|REDUCED|$0.00|1996-04-16||Chambers|Ernie|
101|Senator Ernie Chambers Re-Election Committee|96 1st Primary Campaign Statement|1996-04-15|1996-04-16|$10.00|REDUCED|$0.00|1996-06-25||Chambers|Ernie|
102|Senator Ernie Chambers Re-Election Committee|96 2nd Primary Campaign Statement|1996-05-06|1996-05-10|$40.00|REDUCED|$0.00|1996-06-25||Chambers|Ernie|
103|Senator Ernie Chambers Re-Election Committee|96 2nd General Campaign Statement|1996-10-28|1996-11-01|$40.00|REDUCED|$0.00|1997-01-23||Chambers|Ernie|
104|Senator Ernie Chambers Re-Election Committee|97 Annual Campaign Statemnet|1998-02-02|1998-02-03|$10.00|REDUCED|$0.00|1998-03-26||Chambers|Ernie|
105|Friends to Elect Craig Christiansen|95 Annual Campaign Statement|1996-01-31|1996-03-01|$300.00|REDUCED|$0.00|1996-03-29||Christiansen|Craig|
106|Accountable City Today (Pete Goodman for Mayor)|Statement of Organization|1996-07-12|1996-07-16|$40.00|REDUCED|$0.00|1996-08-19||Goodman|Pete|
107|Citizens for Conway|95 Annual Campaign Statement|1996-01-31|1996-02-05|$50.00|PAID||||Conway|Gerald|
108|Citizens for Conway|94 Post Primary Campaign Statement|1994-06-20||$30.00|PAID||||Conway|Gerald|
109|Jonathan Cook for City Council|97 Post Primary Campaign Statement|1997-05-19|1997-06-05|$170.00|PAID||||Cook|Jonathan|
110|A Lot of Folks for Brenda Council for Mayor|97 Post General Campaign Statement|1997-06-23|1997-07-07|$140.00|PAID||||Council|Brenda|
111|A Lot of Folks for Brenda Council for Mayor|95 Annual Campaign Statement|1996-01-31|1996-02-06|$60.00|PAID||||Council|Brenda|
112|A Lot of Folks for Brenda Council for Mayor|94 1st Primary Campaign Statement|1994-10-11|1994-10-12|$10.00|PAID||||Council|Brenda|
113|A Lot of Folks for Brenda Council for Mayor|94 1st General Campaign Statement|1994-11-14|1994-11-15|$10.00|PAID||||Council|Brenda|
114|Jim D. Cudaback for Legislature|94 2nd Primary Campaign Statement|1994-05-02|1994-05-03|$10.00|REDUCED|$0.00|1994-06-10||Cudaback|Jim|
115|Committee to Re-Elect Wm. (Bill) Cavanaugh|93 Annual Campaign Statement|1994-01-31|1994-02-02|$20.00|REDUCED|$0.00|1994-05-17||Cavanaugh|Wm. Bill|
116|Connie Dawson for Airport Authority|96 Annual Campaign Statement|1997-01-31|1997-03-12|$300.00|REDUCED|$0.00|1997-03-19||Dawson|Connie|
117|DeWitt for Sheriff|93 Annual Campaign Statement|1994-01-31|1994-02-09|$90.00|REDUCED|$0.00|1994-03-22||DeWitt|Jerry|
118|Dierks for Legislature|98 1st Primary Campaign Statement|1998-04-13|1998-04-14|$10.00|PAID||||Dierks|Merton|
120|Committee to Elect Ernie Dobesh|93 Annual Campaign Statement|1994-01-31|1994-02-08|$80.00|REDUCED|$10.00|1994-02-24|1994-02-24|Dobesh|Ernie|
121|Committee to Elect Thomas Dowd|96 1st General Campaign Statement|1996-10-07|1996-10-15|$80.00|PAID||||Dowd|Thomas|
122|Committee to Elect Thomas Dowd|96 2nd Primary Campaign Statement|1996-05-06|1996-05-08|$20.00|PAID|||1996-06-24|Dowd|Thomas|
123|Doyle for M.U.D. Committee|93 Annual Campaign Statement|1994-01-31|1994-02-16|$160.00|REDUCED|$10.00|1994-04-22|1994-04-22|Doyle|Mark|
124|Committee to Elect Tom Doyle|94 Post General Campaign Statement|1995-01-09|1995-01-12|$30.00|PAID||||Doyle|Tom|
125|Committee to Elect Tom Doyle|94 1st General Campaign Statement|1994-10-13|1994-10-11|$20.00|PAID||||Doyle|Tom|
126|Committee to Elect Tom Doyle|93 Annual Campaign Statement|1994-01-31|1994-02-03|$30.00|PAID||||Doyle|Tom|
127|Duda for County Board|97 Annual Campaign Statement|1998-02-02|1998-03-09|$300.00|REDUCED|$10.00|1998-04-15||Duda|Clare|
128|Duda for County Board|96 2nd Primary Campaign Statement|1996-05-06|1996-05-13|$70.00|REDUCED|$0.00|1996-07-03||Duda|Clare|
130|Duren for NPPD Director|Statement of Organization|1996-10-21|1996-10-28|$70.00|REDUCED|$0.00|||Duren|David|
131|Sonny Eatmon for County Commissioner|Statement of Organization|1994-10-24|1995-02-13|$300.00|REDUCED|$0.00|1995-03-14||Eatmon|Sonny|
132|Sonny Eatmon for County Commissioner|94 Post General Campaign Statement|1995-01-09|1995-02-13|$300.00|REDUCED|$0.00|1995-03-14||Eatmon|Sonny|
133|Sonny Eatmon for County Commissioner|95 Annual Campaign Statement||1996-02-12|$120.00|REDUCED|$0.00|1996-04-16||Eatmon|Sonny|
134|Elliott for Legislature|96 2nd General Campaign Statement|1996-10-28|1996-10-31|$30.00|PAID||||Elliott|Ronald|
135|Owen Elmer Campaign|94 Post General Campaign Statement|1995-01-09|1995-01-23|$140.00|PAID||||Elmer|Owen|
136|Endacott for State Board of Education|Statement of Organization|1994-05-09|1994-05-11|$20.00|PAID||||Endacott|Katherine|
137|Endacott for State Board of Education|94 Post Primary Campaign Statement|1994-06-20|1994-06-21|$10.00|PAID||||Endacott|Katherine|
138|Endacott for State Board of Education|94 Post General Campaign Statement|1995-01-09|1995-01-18|$90.00|PAID||||Endacott|Katherine|
139|Committee to Elect Pat Engel|94 2nd Primary Campaign Statement|1994-05-02|1994-05-09|$70.00|REDUCED|$0.00|1994-05-19||Engel|Pat|
140|Hap Engelkamp for Mayor|94 Annual Campaign Statement|1995-01-09|1995-02-24|$300.00|PAID||||Engelkamp|Hap|
141|Evans for Education|93 Annual Campaign Statement|1994-01-31|1994-03-23|$300.00|REDUCED|$0.00|1994-06-17||Evans|Doug|
142|Evans for Education|95 2nd Primary Campaign Statement|1995-03-27|1995-03-29|$20.00|PAID||||Evans|Doug|
143|Jeff Farnham for District 66|96 2nd Primary Campaign Statement|1996-05-06|1996-05-14|$80.00|PAID||||Farnham|Jeff|
146|Committee to Elect Paul Anderson|98 Post Primary Campaign Statement|1998-06-22|1998-06-25|$30.00|REDUCED|$0.00|1998-07-20||Anderson|Paul|
147|Robert P. DeLay Committee|98 1st Primary Campaign Statement|1998-04-13|1998-04-27|$140.00|REDUCED|$0.00|1998-07-13||DeLay|Robert|
148|Kolasa for School Board|98 1st Primary Campaign Statement|1998-04-13|1998-06-29|$300.00|REDUCED|$0.00|1998-07-15||Kolasa|Bernard|
149|Kolasa for School Board|98 2nd Primary Campaign Statement|1998-05-04|1998-06-29|$300.00|REDUCED|$0.00|1998-07-15||Kolasa|Bernard|
150|Kolasa for School Board|98 Post Primary Campaign Statement|1998-06-22|1998-06-29|$70.00|REDUCED|$0.00|1998-07-15||Kolasa|Bernard|
151|Mehring for Mayor|98 Post Primary Campaign Statement|1998-06-22|1998-07-07|$150.00|REDUCED|$0.00|1998-07-20||Mehring|Don|
152|Lonnie Michael for School Board|Statement of Organization|1998-04-20|1998-05-14|$300.00|REDUCED|$0.00|1998-07-14||Michael|Lonnie|
153|Lonnie Michael for School Board|98 2nd Primary Campaign Statement|1998-05-04|1998-06-22|$300.00|REDUCED|$0.00|1998-07-14||Michael|Lonnie|
154|Committee to Elect Steve Svoboda|98 1st Primary Campaign Statement|1998-04-13|1998-04-14|$10.00|REDUCED|$0.00|1998-07-20||Svoboda|Steve|
155|Committee to Elect Steve Svoboda|98 Post Primary Campaign Statement|1998-06-22|1998-07-06|$140.00|REDUCED|$0.00|1998-07-20||Svoboda|Steve|
156|Agena for Assessor|98 2nd Primary Campaign Statement|1998-05-04|1998-05-13|$90.00|REDUCED|$0.00|1998-08-18||Agena|Norman|
157|Agena for Assessor|98 Post Primary Campaign Statement|1998-06-22|1998-07-06|$140.00|REDUCED|$0.00|1998-08-18||Agena|Norman|
158|Citizens to Elect Blankenship for Clerk of District Court|98 Post Primary Campaign Statement|1998-06-22|1998-06-29|$70.00|PAID|$10.00|1998-08-05|1998-08-05|Blankenship|Jason|
159|Citizens to Elect Ronald Meredith|98 Post Primary Campaign Statement|1998-06-22|1998-07-09|$170.00|PAID|||1998-08-11|Meredith|Ron|
160|P. Stephen Potter Campaign|98 Post Primary Campaign Statement|1998-06-22|1998-07-08|$160.00|PAID||||Potter|P. Stephen|
161|Jacquelyn Stewart|98 Post Primary Campaign Statement|1998-06-22|1998-07-06|$140.00|REDUCED|$0.00|1998-08-14||Stewart|Jacquelyn|
162|Jean Stothert for Millard School Board|98 Post Primary Campaign Statement|1998-06-22|1998-06-30|$80.00|REDUCED|$0.00|1998-07-30||Stothert|Jean|
163|Citizens to Elect Ron Meredith|Report of Late Contribution|1998-05-11|1998-07-09|$1500.00|PAID|||1998-08-24|Meredith|Ron|
165|Steve Wacker for State Auditor|Report of Late Contribution|1998-05-18|1998-06-22|$1500.00|REDUCED|$0.00|1998-08-14||Wacker|Steve|
166|Committee to Elect Dennis Zager for State Senator|Report of Late Contribution|1998-05-06|1998-06-23|$1500.00|RED/PAID|$110.00|1998-09-03||Zager|Dennis|
167|Fauver for County Treasurer|98 2nd Primary Campaign Statement|1998-05-04|1998-05-12|$80.00|REDUCED|$0.00|1998-06-01||Fauver|James|
168|Garver for School Board|97 2nd General Campaign Statement|1997-04-28|1997-04-29|$10.00|REDUCED|$0.00|1997-06-24||Garver|James|
169|Tim Gay for Sarpy County Commissioner|95 Annual Campaign Statement|1996-01-31|1997-02-03|$30.00|PAID||||Gay|Tim|
170|Tim Gay for Sarpy County Commissioner|94 1st Primary Campaign Statement|1994-04-11|1994-04-14|$30.00|REDUCED|$0.00|1994-06-29||Gay|Tim|
171|Committee to Elect Carol Givens Register of Deeds|95 Annual Campaign Statement|1996-01-31|1996-02-13|$130.00|REDUCED|$10.00|1996-07-30|1996-07-30|Givens|Carol|
172|Committee to Elect Carol Givens Register of Deeds|94 1st General Campaign Statement|1994-10-11|1994-10-19|$80.00|REDUCED|$0.00|1994-12-27||Givens|Carol|
173|Citizens for Helen Griffin|96 2nd General Campaign Statement|1996-10-28|1996-10-29|$10.00|PAID||||Griffin|Helen|
174|Citizens for Helen Griffin|94 Annual Campaign Statement|1995-01-31|1995-02-07|$70.00|PAID||||Griffin|Helen|
175|Citizens for Helen Griffin|93 Annual Campaign Statement|1994-01-31|1994-02-09|$90.00|REDUCED|$10.00|1994-02-22|1994-02-22|Griffin|Helen|
176|Groesser for Mayor|Statement of Organization|1996-07-15|1996-10-28|$300.00|REDUCED|$0.00|1997-01-10||Groesser|Don|
177|Groesser for Mayor|96 1st General Campaign Statement|1996-10-07|1996-10-28|$210.00|REDUCED|$0.00|1997-01-10||Groesser|Don|
178|Gutgsell for City Council|95 Annual Campaign Statement|1996-01-31|1996-02-12|$120.00|PAID||||Gutgsell|Jo|
179|Gutgsell for City Council|93 Annual Campaign Statement|1994-01-31|1994-08-23|$300.00|PAID||||Gutgsell|Jo|
180|Kandra Hahn for County Clerk|95 Annual Campaign Statement|1996-01-31|1996-02-13|$130.00|REDUCED|$0.00|1995-04-08||Hahn|Kandra|
181|John Hansen for School Board|94 Annual Campaign Statement|1995-01-31|1995-02-13|$130.00|REDUCED|$0.00|1995-04-13||Hansen|John|
182|Committee to Elect Paul Hartnett|95 Annual Campaign Statement|1996-01-31|1996-02-07|$70.00|PAID||||Hartnett|Paul|
183|Committee to Elect Paul Hartnett|96 1st Primary Campaign Statement|1996-04-15|1996-04-17|$20.00|PAID||||Hartnett|Paul|
184|Committee to Elect Paul Hartnett|96 2nd General Campaign Statement|1996-05-06|1996-05-09|$30.00|PAID||||Hartnett|Paul|
185|Friends & Neighbors of Joyce Hillman for State Senator|94 1st Primary Campaign Statement|1994-04-11|1994-04-20|$90.00|PAID||||Hillman|Joyce|
186|Committee to Retain Debra Houghtaling Sarpy County Clerk|94 Post General Campaign Statement|1995-01-09|1995-01-11|$20.00|PAID||||Houghtaling|Debra|
187|Horner for Sheriff|98 1st Primary Campaign Statement|1998-04-13|1998-04-17|$40.00|REDUCED|$0.00|1998-05-12||Horner|Terry|
188|Huggins for Brown County Clerk|94 2nd Primary Campaign Statement|1994-05-02|1994-06-08|$300.00|REDUCED|$0.00|1994-07-18||Huggins|Janet|
189|Nancy Huston for School Board|96 1st General Campaign Statement|1996-10-07|1996-10-15|$80.00|REDUCED|$0.00|1997-03-13||Huston|Nancy|
190|Nancy Huston for School Board|96 2nd General Campaign Statement|1996-10-28|1996-11-04|$70.00|REDUCED|$0.00|1997-03-13||Huston|Nancy|
191|Nancy Huston for School Board|96 Post General Campaign Statement|1997-01-06|1997-01-21|$150.00|REDUCED|$10.00|1997-03-13|1997-03-13|Huston|Nancy|
192|To Elect Lowell Iske|96 Post General Campaign Statement|1997-01-09|1997-01-10|$10.00|PAID||||Iske|Lowell|
193|Jansen for County Attorney|94 Post General Campaign Statement|1995-01-09|1995-01-11|$20.00|PAID||||Jansen|James|
820|Committee to Elect Fred Denker County Commissioner|Report of Late Contribution|1998-11-02|1999-01-04|$1500.00|REDUCED|$0.00|1999-04-27||Denker|Fred|
821|Groesser for Mayor|98 Annual Campaign Statement|1999-02-01|1999-02-16|$150.00|REDUCED|$0.00|1999-04-13||Groesser|Don|
623|Buschkoetter for City Council|98 2nd General Campaign Statement|1998-10-26|1998-11-02|$70.00|REDUCED|$0.00|1998-12-16||Buschkoetter|Randy|
624|James Carson for State Board of Education|98 2nd General Campaign Statement|1998-10-26|1998-11-02|$70.00|PAID|||1998-11-25|Carson|James|
625|The Facilities Improvement Committee|Statement of Organization|1998-11-02|1998-11-06|$40.00|REDUCED|$0.00|1998-12-07||||
626|Scot Ford for Sheriff|98 2nd General Campaign Statement|1998-10-26|1998-11-09|$140.00|REDUCED|$0.00|1999-01-14||Ford|Scot|
627|Langan for School Board|98 2nd General Campaign Statement|1998-10-26|1998-11-06|$110.00|RED/PAID|$10.00|1999-01-05|1998-12-31|Langan|John|
628|Committee to Elect Tim Loewenstein|98 1st General Campaign Statement|1998-10-05|1998-10-09|$40.00|PAID|||1999-01-26|Lowenstein|Tim|
629|Committee to Elect Tim Loewenstein|98 2nd General Campaign Statement|1998-10-26|1998-11-06|$110.00|PAID|||1999-01-26|Loewenstein|Tim|
631|UNO Faculty PAC|Statement of Organization|1998-11-09|1998-11-12|$30.00|PAID|||1998-12-29|||
633|Sarpy Citizens for Tim Schram|98 2nd General Campaign Statement|1998-10-26|1998-11-04|$80.00|PAID|||1998-12-10|Schram|Tim|
634|Sheri Rogers for School Board|98 1st General Campaign Statement|1998-10-05|1998-10-23|$180.00|REDUCED|$0.00|1999-03-15||Rogers|Sheri|
635|Sheri Rogers for School Board|98 2nd General Campaign Statement|1998-10-26|1998-11-03|$80.00|RED/PAID|$30.00|1999-03-15|1999-03-15|Rogers|Sheri|
636|Committee to Elect Derek L. Mitchell|98 2nd General Campaign Statement|1998-10-26|1998-11-10|$150.00|PAID|||1999-02-01|Mitchell|Derek|
637|Hoeger for State Board of Education|98 1st General Campaign Statement|1998-10-05|1998-10-07|$20.00|PAID|||1999-05-28|Hoeger|Mark|
638|Hoeger for State Board of Education|98 2nd General Election Campaign Statement|1998-10-26|1998-11-03|$80.00|PAID|||1999-05-28|Hoeger|Mark|
639|Hoeger for State Board of Education|Report of Late Contribution|1998-10-27|1998-11-03|$350.00|REDUCED|$0.00|1999-05-18||Hoeger|Mark|
640|Elwell for the 24th Legislative District|98 2nd General Campaign Statement|1998-10-26|1998-11-10|$150.00|REDUCED|$0.00|1998-11-24||Elwell|Robert|
641|Elwell for the 24th Legislative District|Report of Late Contribution|1998-10-27|1998-10-29|$100.00|REDUCED|$0.00|1998-11-24||Elwell|Robert|
642|Jacquelyn Stewart Committee|98 2nd General Campaign Statement|1998-10-26|1998-11-12|$170.00|REDUCED|$0.00|1998-11-23||Stewart|Jacquelyn|
643|Committee to Elect Dennis Zager|1998 2nd General Campaign Statement|1998-10-26|1998-11-04|$90.00|PAID|$0.00||1998-12-11|Zager|Dennis|
644|Nebraskans for Peace PAC|1998 2nd General Campaign Statement|1998-10-26|1998-11-24|$290.00|PAID|$0.00||1998-12-16|Nebraskans for Peace PAC||
647|Committee to Re-Elect Lloyd J. Dowding|1998 1st General Campaign Statement|1998-10-05|1998-10-15|$100.00|REDUCED|$0.00|1998-12-09||Dowding|Lloyd J.|
648|Bernbeck for Secretary of State|1st General Campaign Statement|1998-10-05|1998-10-13|$80.00|PAID|||1999-02-12|Bernbeck|Kent|
649|Bernbeck for Secretary of State|1998 2nd General Campaign Statement|1998-10-26|1998-11-18|$230.00|PAID|||1999-02-12|Bernbeck|Kent|
650|James Carson for State Board of Education|Statement of Organization|1998-08-03|1998-08-24|$210.00|REDUCED|$0.00|1999-01-20||Carson|James|
651|Committee to Elect Lonnie|1998 1st General Campaign Statement|1998-10-05|1998-10-08|$30.00|REDUCED|$0.00|1999-02-22|1998-12-28|Logan|Lonnie|
652|Committee to Elect Lonnie|1998 2nd General Campaign Statement|1998-10-26|1998-10-28|$20.00|REDUCED|$0.00|1999-02-22|1998-12-28|Logan|Lonnie|
653|Otoe County Democratic Central Committee|1998 2nd General Campaign Statement|1998-10-26|1998-10-28|$20.00|PAID|||1998-12-29|||
654|Committee to Elect Ann Rosenberry|1998 1st General Campaign Statement|1998-10-05|1998-10-08|$30.00|PAID|||1999-01-06|Rosenberry|Ann|
655|Steven Smith for Legislature|1998 2nd General Campaign Statement|1998-10-26|1998-11-04|$90.00|PAID|||1999-02-04|Smith|Steven|
656|Urwiller for Public Office|1998 1st General (Campaign Statement)|1998-10-05|1998-11-09|$300.00|PAID|||1999-01-20|Urwiller|Daniel|
657|Urwiller for Public Office|1998 2nd General Campaign Statement|1998-10-26|1998-11-09|$140.00|PAID|||1999-09-20|Urwiller|Daniel|
658|Washington County Democrats|1998 1st General (Campaign Statement)|1998-10-05|1998-10-15|$100.00|REDUCED|$0.00|1999-02-01||||
659|Washington County Democrats|1998 2nd General (Campaign Statement)|1998-10-26|1998-11-06|$110.00|PAID|$10.00|1999-02-01|1999-02-01|Svoboda|Norman|
660|Washington County Republican Party|1998 1st General (B-2)|1998-10-05|1998-10-13|$80.00|REDUCED|$0.00|1998-12-22||Heinssen|Deborah|
661|Washington County Republican Party|1998 2nd General (B-2)|1998-10-26|1998-11-10|$150.00|REDUCED|$0.00|1998-12-22||Heinssen|Deborah|
662|Watson Committee, The|1998 2nd General (Campaign Statement)|1998-10-26|1998-10-28|$20.00|REDUCED|$0.00|1999-01-14||Watson|Jerry|
663|Thurston County Farm Bureau|B-7|1998-11-10|1998-11-23|$130.00|REDUCED|$0.00|1998-12-17||||
666|Custer County Republicans|1998 2nd General Campaign Statement|1998-10-26|1998-11-06|$110.00|PAID|||1999-02-05|||
669|Committee to Elect Monica McManigal|98 1st General Campaign Statement|1998-10-05|1998-10-13|$80.00|REDUCED|$0.00|1999-04-26||McManigal|Monica|
670|Sharon Wood for Dawson County Treasurer|Statement of Organization|1998-10-10|1998-12-10|$300.00|REDUCED|$0.00|1999-04-12||Wood|Sharon|
671|Sharon Wood for Dawson County Treasurer|1st General Campaign Statement|1998-10-05|1998-12-10|$300.00|REDUCED|$0.00|1999-04-12||Wood|Sharon|
672|Sharon Wood for Dawson County Treasurer|2nd General Campaign Statement|1998-10-26|1998-12-10|$300.00|REDUCED|$0.00|1999-04-12||Wood|Sharon|
673|Cass County Republican Central Committee|Post Primary Campaign Statement|1998-06-22|1998-10-08|$300.00|REDUCED|$0.00|1999-03-01||||
674|Cass County Republican Central Committee|1998 First General Campaign Statement|1998-10-05|1998-10-08|$30.00|REDUCED|$0.00|1999-03-01||||
675|Cass County Republican Central Committee|1998 2nd General Campaign Statement|1998-10-26|1998-10-28|$20.00|REDUCED|$0.00|1999-03-01||||
676|Jim Reed for Hall County Board|1998 Post Primary Campaign Statement|1998-06-22|1998-10-28|$300.00|REDUCED|$0.00|1999-01-20||Reed|Jim|
677|Kathryn Piller Campaign|Statement of Organization A-1|1998-11-09|1998-11-13|$40.00|REDUCED|$0.00|1999-01-14||Piller|Kathryn|
678|Kent Gnadt for Mayor Committee|1998 1st General Campaign Statement|1998-10-05|1998-10-08|$30.00|REDUCED|$0.00|1999-01-20||Gnadt|Ken|
679|Committee to Elect Reginald Young|1998 2nd General Campaign Statement|1998-10-26|1998-10-29|$30.00|REDUCED|$0.00|1999-04-16||Young|Reginald|
680|Sheri Rogers for School Board|Statement o Organization A-1|1998-10-15|1998-12-22|$300.00|REDUCED|$0.00|1999-01-07||Rogers|Sheri|
681|Jones for Legislature|CFLA-1|1999-01-04|1999-01-11|$70.00|REDUCED|$0.00|1999-01-11||Jones|Jim|
682|Senator Chambers Re-Election Committee|CFLA-1|1999-01-04|1999-01-11|$70.00|REDUCED|$0.00|1999-01-11||Chambers|Ernie|
683|Carol Hudkins Legislative Committee|CFLA-1|1999-01-04|1999-01-10|$60.00|REDUCED|$0.00|1999-01-11||Hudkins|Carol|
756|Baker for Legislature|98 Post General Campaign Statement|1999-01-04|1999-01-07|$30.00|PAID|||1999-02-22|Baker|Thomas|
757|Nebraskans for Peace PAC|98 Post General Campaign Statement|1999-01-04|1999-01-11|$70.00|PAID|||1999-03-22|||
758|The Committee to Vote Yes for Lower Phone Bills|98 Post General Campaign Statement|1999-01-04|1999-01-06|$20.00|PAID|||1999-03-08|||
