Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NEBRASKA-PAC (DISSOLVED)|06CFL002206|99PAC00092|2006-11-07|2006-11-07||CARDINAL COMMUNICATIONS STRATEGIES, INC|925 UNIVERSITY AVE #A|SACRAMENTO|CA|95825||2006-11-05|2880.76|06FIS10429|S |||2006-11-13|nadc06|JOHN E NELSON
NEBRASKA-PAC (DISSOLVED)|08CFL002534|99PAC00092|2008-05-09|2008-05-09|0|Creative Reservoir|7551 Main Street|Ralston|NE|68127|4024928631|2008-05-09|374|06FIS10767|S |||2008-08-12|nadc01|ANTHONY W FULTON
NEBRASKA-PAC (DISSOLVED)|08CFL002535|99PAC00092|2008-05-09|2008-05-09|0|Leading Edge Printing|4303 S 90th Street|Omaha|NE|68127|4023390400|2008-05-09|1070|07FIS10883|S |||2008-08-12|nadc01|CHARLIE  JANSSEN
NEBRASKA-PAC (DISSOLVED)|08CFL002536|99PAC00092|2008-05-09|2008-05-09|0|Creative Reservoir|7551 Main Street|Ralston|NE|68127|4024928631|2008-05-09|374|07FIS10883|S |||2008-08-12|nadc01|CHARLIE  JANSSEN
NEBRASKA-PAC (DISSOLVED)|08CFL002537|99PAC00092|2008-05-09|2008-05-09|0|Leading Edge Printing|4303 S 90th Street|Omaha|NE|68127|4023390400|2008-05-09|1070|06FIS10767|S |||2008-08-12|nadc01|ANTHONY W FULTON
NEBRASKANS FOR A BETTER TOMORROW (DISSOLVED)|08CFL003152|08IRC00490|2008-10-22|2008-10-22|7820236|Axiom Strategies, LLC|2345 Grand Blvd, Suite 250|Kansas City |MO|64107|8164071222|2008-10-22|5000|07FIS10921|S |||2008-10-28|nadc06|COLBY J COASH
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004558|08IRC00491|2010-10-22|2010-10-22|0|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-22|2716.39|05FIS10081|O |||2010-10-22|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004559|08IRC00491|2010-10-22|2010-10-22|0|Nebraska Strategy Group - Conrad for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-22|1272.91|05FIS10057|O |||2010-10-22|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004570|08IRC00491|2010-10-27|2010-10-27|8300188|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street Suite 306|Lincoln|NE|68508||2010-10-25|2716.39|05FIS10081|O |||2010-11-05|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004571|08IRC00491|2010-10-27|2010-10-27|8300189|Nebraska Strategy Group - Committee to Elect Chad Wright|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-25|1573.8|10FIS11703|S |||2010-11-05|nadc06|CHAD W WRIGHT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004591|08IRC00491|2010-10-28|2010-10-28|8300190|Nebraska Strategy Group - Conrad for Legislature|1001 O Street, Suite 306|LIncoln|NE|68508||2010-10-27|1301.93|05FIS10057|O |||2010-11-05|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004607|08IRC00491|2010-10-29|2010-10-29|8300191|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-28|3000|05FIS10081|S |||2010-11-05|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004613|08IRC00491|2010-11-01|2010-11-01|0|Nebraska Stratgegy Group - Conrad for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-28|1301.93|05FIS10057|O |||2010-11-01|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004614|08IRC00491|2010-10-29|2010-11-01|0|Nebraska Strategy Group - Committee to Elect Chad Wright|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-29|1119.08|10FIS11703|S |||2010-11-01|nadc06|CHAD W WRIGHT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004615|08IRC00491|2010-11-01|2010-11-01|0|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508|0000000000|2010-10-28|3000|05FIS10081|O |||2010-11-01|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004616|08IRC00491|2010-11-01|2010-11-01|0|Nebraska Strategy Group - Kent Rogert for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-29|2687.37|05FIS10081|O |||2010-11-01|nadc06|KENT W ROGERT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004617|08IRC00491|2010-11-01|2010-11-01|0|Nebraska Strategy Group - Committee to Elect Chad Wright|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-29|1119.08|10FIS11703|S |||2010-11-01|nadc06|CHAD W WRIGHT
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004618|08IRC00491|2010-10-28|2010-11-01|0|Nebraska Strategy Group - Conrad for Legislature|1001 O Street, Suite 306|Lincoln|NE|68508||2010-10-27|1301.93|05FIS10057|O |||2010-11-01|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR FISCAL ACCOUNTABILITY|10CFL004632|08IRC00491|2010-11-03|2010-11-03|0|Nebraska Strategy Group - Vote Kleeb Committee|1001 O Street, Suite 306|Lincoln|NE|68508||2010-11-01|1537.2|10FIS12093|O |||2010-11-04|nadc06|JANE F KLEEB
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004777|08IRC00491|2012-05-04|2012-05-04|8650216|Twelve 28 Strategies - Vernon Davis for Legislature|1851 N Green Valley Pkwy, #3021|Henderson|NV|89074||2012-05-02|1042.6|12FIS12246|S |||2012-06-06|nadc01|VERNON J DAVIS
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004778|08IRC00491|2012-05-04|2012-05-04|8650217|Twelve 28 Strategies - Watermeier for Legislature|1851 N Green Valley Pkwy, #3021|Henderson|NV|89074||2012-05-02|2116.31|99FIS09237|S |||2012-05-08|nadc01|DANIEL W WATERMEIER
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004779|08IRC00491|2012-05-07|2012-05-07|8660190|Twelve 28 Strategies - Watermeier for Legislature|1851 N. Green Valley Pkwy, #3021|Henderson|NV|89074||2012-05-04|1643.46|99FIS09237|S |||2012-05-14|nadc06|DANIEL W WATERMEIER
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004781|08IRC00491|2012-05-04|2012-05-07|8660192|Twelve 28 Strategies - Watermeier for Legislature|1851 N. Green Valley Pkwy, #3021|Henderson|NV|89074||2012-05-02|2116.31|99FIS09237|S |||2012-05-14|nadc06|DANIEL W WATERMEIER
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004782|08IRC00491|2012-05-05|2012-05-07|8660191|Twelve 28 Strategies - Bolz for Legislature|1851 N. Green Valley  Pkwy 33021|Henderson|NV|89074||2012-05-04|2188.34|11FIS12202|O |||2012-05-14|nadc06|KATE J BOLZ
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004804|08IRC00491|2012-05-10|2012-05-10|8660194|Twelve 28 Strategies - Bolz for Legislature|1851 N. Green Valley Pkwy #3021|Henderson|NV|89074||2012-05-08|2188.34|11FIS12202|O |||2012-05-14|nadc06|KATE J BOLZ
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004805|08IRC00491|2012-05-10|2012-05-10|8660195|Twelve 28 Strategies - Watermeier for Legislature|1851 N. Green Valley Pkwy #3021|Henderson|NV|89074||2012-05-08|1421.49|99FIS09237|S |||2012-05-14|nadc06|DANIEL W WATERMEIER
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004811|08IRC00491|2012-05-15|2012-05-14|8660242|Twelve 28 Strategies - Bolz for Legislature|1851 N Green Valley Pkwy, #3021|Henderson|NV|89074||2012-05-10|1842.4|11FIS12202|O |||2012-06-06|nadc01|KATE J BOLZ
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004812|08IRC00491|2012-05-15|2012-05-14|8660243|Twelve 28 Strategies - Zimmerman for Legislature|1851 N Green Valley Pkwy, #3021|Henderson|NV|89074||2012-05-11|4049.82|12FIS12242|S |||2012-06-06|nadc01|LARRY D ZIMMERMAN
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004835|08IRC00491|2012-10-26|2012-10-26|8720134|Twelve 28 Strategies-Bolz|2443 Antler Point Dr|Henderson|NV|89074||2012-10-23|2713.05|11FIS12202|O |||2012-11-19|nadc06|KATE J BOLZ
NEBRASKANS FOR FISCAL ACCOUNTABILITY|12CFL004844|08IRC00491|2012-11-02|2012-11-02|8730124|Twelve 28 Strategies-Bolz|2443 Antler Point Dr|Henderson|NV|89074||2012-10-30|2783|11FIS12202|O |||2012-11-19|nadc06|KATE J BOLZ
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|08CFL002548|06IRC00475|2008-05-09|2008-05-12|7770166|Mack Crounse Group|4900 Seminary Road|Alexandria|VA|22311|7033414462|2008-05-07|2880.44|07FIS10960|O |||2008-05-21|nadc06|JAMES A JEFFERS
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|08CFL002549|06IRC00475|2008-05-09|2008-05-12|7770167|Mack Crounse Group|4900 Seminary Road|Alexandria|VA|22311|4033414462|2008-05-07|8777.06|07FIS10951|O |||2008-05-21|nadc06|PAUL  EUREK
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|08CFL002550|06IRC00475|2008-05-09|2008-05-12|7770168|Mack Crounse Group|4900 Seminary Group|Alexandria|VA|22311|7033414462|2008-05-07|8159.5|07FIS10919|O |||2008-05-21|nadc06|BEAU R MCCOY
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004572|06IRC00475|2010-10-25|2010-10-26|8300192|NextGen Persuasion - Knabe for Legislature|2452 18th St. NW, 2nd Floor|Washington|DC|20009||2010-10-21|14086|10FIS11595|O |||2010-11-05|nadc06|JOHN W KNABE
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004573|06IRC00475|2010-10-25|2010-10-26|8300193|NextGen Persuasion - Brasch for Legislature|2452 18th St. NW, 2nd Floor|Washington|DC|20009||2010-10-21|12476|10FIS11753|O |||2010-11-05|nadc06|LYDIA N BRASCH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004574|06IRC00475|2010-10-25|2010-10-26|8300194|NextGen Persuasion - Chad Wright for Legislature|2452 18th St. NW, 2nd Floor|Washington|DC|20009||2010-10-21|10882|10FIS11703|O |||2010-11-05|nadc06|CHAD W WRIGHT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004575|06IRC00475|2010-10-25|2010-10-26|8300195|NextGen Persuasion - Citizens to Elect Jim Smith|2452 18th St. NW, 2nd Floor|Washington|DC|20009||2010-10-21|13082|10FIS11697|O |||2010-11-05|nadc06|JIM   (#14)  SMITH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004603|06IRC00475|2010-10-27|2010-10-29|8300196|NextGen Persuasion - Citizens to Elect Jim Smith|2452 18th St NW, Second Floor|Washington|DC|20009|2024950586|2010-10-26|14243.5|10FIS11697|O |||2010-11-05|nadc06|JIM   (#14)  SMITH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004604|06IRC00475|2010-10-27|2010-10-29|8300197|NextGen Persuasion - Knabe for Legislature|2452 18th St NW, Second Floor|Washington|DC|20009|2027950586|2010-10-26|14243.5|10FIS11595|O |||2010-11-05|nadc06|JOHN W KNABE
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004605|06IRC00475|2010-10-27|2010-10-29|8300198|NextGen Persuasion - Lydia Brasch for Legislature|2452 18th St NW, Second Floor|Washington|DC|20009|2024950586|2010-10-26|14243.5|10FIS11753|O |||2010-11-05|nadc06|LYDIA N BRASCH
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004606|06IRC00475|2010-10-27|2010-10-29|8300199|NextGen Persuasion - Committee to Elect Chad Wright |2452 18th St NW, Second Floor|Washington|DC|20009|2027950586|2010-10-26|14243.5|10FIS11703|O |||2010-11-05|nadc06|CHAD W WRIGHT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004621|06IRC00475|2010-11-02|2010-11-02|0|Meyer Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-10-28|1730|05FIS10057|S |||2010-11-02|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004622|06IRC00475|2010-11-02|2010-11-02|0|Meyer Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-10-28|3630|05FIS10081|S |||2010-11-02|nadc06|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004623|06IRC00475|2010-11-02|2010-11-02|0|Meyer Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-10-28|2730|05FIS10091|S |||2010-11-02|nadc06|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004624|06IRC00475|2010-11-02|2010-11-02|0|Meyer Teleservices - Teresa Whitehead for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-10-28|2760|10FIS11837|S |||2010-11-02|nadc06|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004627|06IRC00475|2010-11-02|2010-11-03|0|Meyer Teleservices - McGill for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||2010-10-31|3270|06FIS10441|S |||2010-11-03|nadc01|AMANDA M MCGILL
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004628|06IRC00475|2010-11-02|2010-11-03||Meyer Teleservices-Teresa Whitehead for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||2010-10-31|1660|10FIS11837|S |||2010-11-03|nadc01|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004629|06IRC00475|2010-11-02|2010-11-03||Meyer Teleservices-Conrad for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||2010-10-31|720|05FIS10057|S |||2010-11-03|nadc01|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004630|06IRC00475|2010-11-02|2010-11-03||Meyer Teleservices-Rogert for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||2010-10-31|1400|05FIS10081|S |||2010-11-03|nadc01|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004631|06IRC00475|2010-11-02|2010-11-03||Meyer Teleservices-Wallman for Legislature|14 North Seventh Ave|St. Cloud|MN|56303||2010-10-31|1520|05FIS10091|S |||2010-11-03|nadc01|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004633|06IRC00475|2010-11-03|2010-11-04|0|Meyer Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-01|260|05FIS10057|S |||2010-11-04|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004634|06IRC00475|2010-11-03|2010-11-04|0|Meyer Teleservices - McGill for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-01|580|06FIS10441|S |||2010-11-04|nadc06|AMANDA M MCGILL
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004635|06IRC00475|2010-11-03|2010-11-04|0|Meyer Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-01|810|05FIS10081|S |||2010-11-04|nadc06|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004636|06IRC00475|2010-11-03|2010-11-04|0|Meyer Teleservices - Teresa Whitehead for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-01|880|10FIS11837|S |||2010-11-04|nadc06|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004637|06IRC00475|2010-11-03|2010-11-04|0|Meyer Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-01|980|05FIS10091|S |||2010-11-04|nadc06|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004638|06IRC00475|2010-11-04|2010-11-05|0|Meyer Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-02|1230|05FIS10057|S |||2010-11-05|nadc06|DANIELLE M CONRAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004639|06IRC00475|2010-11-04|2010-11-05|0|Meyer Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-02|2800|05FIS10091|S |||2010-11-05|nadc06|NORMAN T WALLMAN
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004640|06IRC00475|2010-11-04|2010-11-05|0|Meyer Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-02|2190|05FIS10081|S |||2010-11-05|nadc06|KENT W ROGERT
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004641|06IRC00475|2010-11-04|2010-11-05|0|Meyer Teleservices - Teresa Whitehead for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-02|2380|10FIS11837|S |||2010-11-05|nadc06|TERESA L WHITEHEAD
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|10CFL004642|06IRC00475|2010-11-04|2010-11-05|0|Meyer Teleservices - Burke Haar for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|2010-11-02|1510|10FIS11588|S |||2010-11-05|nadc06|BURKE J HARR
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004840|06IRC00475|2012-10-30|2012-10-30|8730127|NextGen Persuasion - Kolowski for Legislature|4411 39th st nw|washington|DC|20009|2024950586|2012-10-23|14000|11FIS12209|S |||2012-11-13|nadc06|RICHARD L KOLOWSKI
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004841|06IRC00475|2012-10-29|2012-10-30|8730125|NextGen Persuasion - Bolz for Legislature|4411 39th St NW|washington|DC|20009|2024950586|2012-10-23|7000|11FIS12202|S |||2012-11-13|nadc06|KATE J BOLZ
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004842|06IRC00475|2012-10-29|2012-10-30|8730126|NextGenPersuasion - Ken Haar for Legislature|4411 39th St NW|Washington|DC|20009|2024950586|2012-10-23|14000|08FIS11036|S |||2012-11-13|nadc06|KENNETH W HAAR
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004846|06IRC00475|2012-11-05|2012-11-05|8730219|NextGen Persuasion-Haar for Legislature |4411 39th St NW|Washington|DC|20009|2024950586|2012-10-30|9333.33|08FIS11036|S |||2012-11-13|nadc06|KENNETH W HAAR
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004847|06IRC00475|2012-11-05|2012-11-05|8730218|NextGen Persuasion-Bolz for Legislature |4411 39th St NW|Washington|DC|20009|2024950586|2012-10-30|3333.33|11FIS12202|S |||2012-11-13|nadc06|KATE J BOLZ
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004848|06IRC00475|2012-11-05|2012-11-05|8730221|NextGen Persuasion - Kolowski for Legislature|4411 39th St NW|Washington|DC|20009|2024950586|2012-10-30|9333.33|11FIS12209|S |||2012-11-13|nadc06|RICHARD L KOLOWSKI
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004849|06IRC00475|2012-11-05|2012-11-06|8730222|NextGen Persuasion-Joy|4411 39th St NW|Washington|DC|20009|2024950586|2012-10-30|4666.67|08FIS11251|S |||2012-11-13|nadc06|JERRY D JOY
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|12CFL004859|06IRC00475|2012-11-13|2012-11-13|8740019|NextGen Persuasion-Joy||Washington|DC|20009|2024950586|2012-10-23|7000|08FIS11251|S |||2012-11-19|nadc06|JERRY D JOY
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003178|06IRC00470|2008-10-27|2008-10-27|7840041|US Postmaster (Leading Edge Printing) - Lautenbaugh|4303 S. 90th Street|Omaha|NE|68127||2008-10-23|1268.15|07FIS10931|S |||2008-11-04|nadc01|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003179|06IRC00470|2008-10-27|2008-10-27|7840042|US Postmaster (Leading Edge Printing) - Jeffers|4303 S. 90th Street|Omaha|NE|68127||2008-10-23|1288.6|07FIS10960|S |||2008-11-04|nadc01|JAMES A JEFFERS
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003180|06IRC00470|2008-10-27|2008-10-27|7840043|US Postmaster (Leading Edge Printing) - Utter|4303 S. 90th Street|Omaha|NE|68127||2008-10-23|1332.43|07FIS10908|S |||2008-11-04|nadc01|DENNIS R UTTER
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003184|06IRC00470|2008-10-28|2008-10-28|7840044|Redstone Communications - Dennis Utter for Legislature|10031 Maple Street|Omaha|NE|68134||2008-10-28|1003|07FIS10908|S |||2008-11-04|nadc01|DENNIS R UTTER
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003221|06IRC00470|2008-11-03|2008-11-03|7840154|Creative Reservoir, Inc. - Dennis Utter for Legislature|7551 Main Street, Suite 208A|Ralston|NE|68127||2008-11-03|1254.01|07FIS10908|S |||2008-11-10|nadc06|DENNIS R UTTER
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003222|06IRC00470|2008-11-03|2008-11-03|7840155|Creative Reservoir, Inc. - Jeffers for Legislature|7551 Main Street, Suite 208A|Ralston|NE|68127||2008-11-03|1169.34|07FIS10960|S |||2008-11-10|nadc06|JAMES A JEFFERS
NEBRASKANS UNITED FOR OUR FUTURE|08CFL003241|06IRC00470|2008-10-29|2008-10-29|7840045|US Postmaster (Quality Press Printing) - Scott Lautenbaugh for Legislature|3500 N. 20th Street|Lincoln|NE|68521||2008-10-29|1076.3|07FIS10931|S |||2008-11-04|nadc01|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004545|06IRC00470|2010-10-22|2010-10-22|0|Creative Reservoir - Lautenbaugh for Legislature|105 N 31St Avenue Suite 218|Omaha|NE|68131|4024968631|2010-10-21|1799.67|07FIS10931|S |||2010-10-22|nadc06|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004546|06IRC00470|2010-10-22|2010-10-22|0|Advantage Inc. - Mike Moser for legislature|2300 Clarendon Blvd.|Arlington|VA|22201|7035241565|2010-10-21|1800|07FIS10800|S |||2010-10-22|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004547|06IRC00470|2010-10-22|2010-10-22|0|Nebraska Press Association - Lautenbaugh for Legislature|845 S Street|Lincoln|NE|68508|4024762851|2010-10-21|529.5|07FIS10931|S |||2010-10-22|nadc06|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004548|06IRC00470|2010-10-22|2010-10-22|0|Nebraska Press Association - Mike Moser for Legislature|845 S Street|Lincoln|NE|68508|4024762851|2010-10-21|946.16|07FIS10800|S |||2010-10-22|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004549|06IRC00470|2010-10-22|2010-10-22|0|Victory Enterprises - Mike Moser for Legislature|5200 SW 30th Street, Suite 7|Davenport|IA|52808||2010-10-21|2777.2|07FIS10800|S |||2010-10-22|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004550|06IRC00470|2010-10-22|2010-10-22|0|Nebraska Press Association - Citizens to Elect Jim Smith|845 S Street|Lincoln|NE|68508|4024762851|2010-10-21|503.66|10FIS11697|S |||2010-10-22|nadc06|JIM   (#14)  SMITH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004551|06IRC00470|2010-10-22|2010-10-22|0|Leading Edge Printing - Lautenbaugh for Legislature|4303 S 90th Street|Omaha|NE|68127||2010-10-21|1800.7|07FIS10931|S |||2010-10-22|nadc06|SCOTT A LAUTENBAUGH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004552|06IRC00470|2010-10-22|2010-10-22|0|Leading Edge Printing - Citizens to Elect Jim Smith|4303 S 90th Street|Omaha|NE|68127||2010-10-21|4948.95|10FIS11697|S |||2010-10-22|nadc06|JIM   (#14)  SMITH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004553|06IRC00470|2010-10-22|2010-10-22||Leading Edge Printing - Bob Krist for Legislature|4303 S 90th Street|Omaha|NE|68127||2010-10-21|1406.5|09FIS11519|S |||2010-10-22|nadc06|ROBERT J KRIST
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004554|06IRC00470|2010-10-22|2010-10-22|0|Leading Edge Printing - Mike Moser for Legislature|4303 S 90th Street|Omaha|NE|68127||2010-10-21|5289.32|07FIS10800|S |||2010-10-22|nadc06|MICHAEL L MOSER
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004555|06IRC00470|2010-10-22|2010-10-22|0|Creative Reservoir - Citizens to Elect Jim Smith|105 N 31st Avenue, Suite 218|Omaha|NE|68131|4024968631|2010-10-21|3768.12|10FIS11697|S |||2010-10-22|nadc06|JIM   (#14)  SMITH
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004556|06IRC00470|2010-10-22|2010-10-22|0|Creative Reservoir - Bob Krist for Legislature|105 N 31st Avenue, Suite 218|Omaha|NE|68131|4024968631|2010-10-21|1553.84|09FIS11519|S |||2010-10-22|nadc06|ROBERT J KRIST
NEBRASKANS UNITED FOR OUR FUTURE|10CFL004557|06IRC00470|2010-10-22|2010-10-22|0|Creative Reservoir - Mike Moser for Legislature|105 N 31St Avenue, Suite 218|Omaha|NE|68131|4024968631|2010-10-21|3360.33|07FIS10800|S |||2010-10-22|nadc06|MICHAEL L MOSER
OMAHA ALLIANCE FOR THE PUBLIC TRUST (DISSOLVED)|13CFL004883|13IRC00510|2013-03-27|2013-03-28|8870066|Unionist Printing - Jean Stothert|1309 NW Radial Hwy|Omaha|NE|68132||2013-03-25|1251.78|99FIS00118|O |||2013-04-03|nadc06|JEAN L STOTHERT
