Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
06CAC00917|BERNARD WOOD FOR LEGISLATURE #44 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|CAMBRIDGE|NE|69022|C|2006-05-16||||||9999-12-31|||||||||||||
99CAC00160|BERNBECK FOR SECRETARY OF STATE|4625 Colfax Circle,|LINCOLN|NE|68504|C|1998-03-25|1998-03-25|I||0|I|1998-03-25|       |          |||||||1999-01-27|1998-05-04|P|0|0
15CAC02098|BERT MEHRER FOR MUD|POB 642266|OMAHA|NE|68164|C|2015-09-21|2015-09-18|I||||2015-09-16||||||||||2016-11-08|G|1|
14CAC01891|BETH MORRISSETTEE FOR WESTSIDE SCHOOL BOARD (NR)|2921 SOUTH 102ND STREET|OMAHA|NE|68124|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
07BQC00162|BETTER NEBRASKA ASSOCIATION (NOT REGISTERED)|4901 G STREET|OMAHA|NE|68117|B|2007-07-31|2007-07-30|I||||2007-07-29|||||||||||||
99CAC00693|BETTGER FOR COUNCIL|673 N. 57TH STREET|OMAHA|NE|68132|C|2004-07-08|2004-07-08|I||0|I|2004-07-03|||||||||2014-01-28|2005-04-05|P||
10CAC01537|BETTY WILLMER FOR VALLEY CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|VALLEY|NE|68064|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
99CAC00145|BEUTLER FOR GOVERNOR|7021 FERNHILL PLACE|LINCOLN |NE|68516|C|1986-01-16|1986-01-16|I||0|I|1986-01-16|       |          |||||||1900-01-01|2006-05-04|P|0|0
99CAC00029|BEUTLER FOR LEGISLATURE |3315 'M' STREET,|LINCOLN|NE|68510|C|1989-12-04|1989-12-04|I||0|I|1989-12-04|       |          |||||||2003-03-14|2002-11-05|G|1|1
14CAC01998|BILL AVERY FOR COUNTY COMMISSIONER (NR)||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
14CAC02000|BILL EDWARDS FOR DENTON VILLAGE BOARD (NR)||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
12CAC01607|BILL FORSEE FOR MCC (NOT REGISTERED)|4942 GREENE AVE|BELLEVUE|NE|68157|C|2012-01-13||||||9999-12-31|||||||||||||
08CAC01303|BILL GESS FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|DANBURY|NE|69026|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
14CAC01905|BILL HENRY FOR LINCOLN COUNTY COMMISSIONER #3|9520 SOUTH SIERRA DRIVE|NORTH PLATTE|NE|69101|C|2014-04-14|2014-04-14|I||||1900-01-01||||||||||2014-05-13|P||
12CAC01676|BILL RICHARDS FOR CITY COUNCIL (DISSOLVED)|409 MARTIN DRIVE|BELLEVUE|NE|68005|C|2012-04-26||I||||2012-04-18|||||||||2015-01-20|2012-05-15|P||
06CAC00998|BILL ROHDE FOR COUNTY COMM (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-11-03||I||||9999-12-31|||||||||||||
99CAC00146|BLANKENSHIP FOR COUNCIL COMMITTEE (DISSOLVED)|2100 AVENUE A,|KEARNEY|NE|68847|C|1996-04-15|1996-04-15|I||0|I|1996-04-15|||||||||2004-12-30|2000-11-02|P||
99CAC00673|BLAZEK FOR OPPD BOARD|16646 HOWARD CIRCLE|OMAHA|NE|68118|C|2004-04-12|2004-04-09|I||0|I|2004-03-29|||||||||2007-02-01|2004-11-02|G||1
09BQC00239|BLUEJAY BOND COMMITTEE (NOT REGISTERED)|636 N. 23RD STREET|ASHLAND|NE|68003|B|2009-06-08|2009-06-08|I||||2009-01-01||||||||||2009-05-04|||
08CAC01186|BLUMENTHAL FOR CITY COUNCIL (DISSOLVED)|3303 S. 165TH AVE|OMAHA|NE|68130|C|2008-09-08|2008-09-05|I||||2008-09-04|||||||||2013-11-15|2009-04-07|P||
99CAC00407|BOB DICKEY FOR LEGISLATURE|87081 HWY 20|LAUREL|NE|68745|C|1999-05-20|1999-05-20|I||0|I|1999-05-13||99IRC00025||||||R|2002-01-16|2000-11-07|G|0|1
09CAC01380|BOB KRIST FOR LEGISLATURE|7365 N 122ND AVENUE CIRCLE|OMAHA|NE|68142|C|2009-09-11|2009-09-11|I||||2009-09-04||||||||||2014-11-04|G||1
10CAC01504|BOB LAMMERS FOR CITY COUNCIL (DISSOLVED)|2033 CENTRAL AVENUE, BOX 1775|KEARNEY|NE|68848|C|2010-10-26|2010-10-25|I||||2010-10-25|||||||||2012-01-23|2010-11-02|G||
07CAC01036|BOB MEYER FOR CITY COUNCIL (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68801|C|2006-10-30||I||||9999-12-31|||||||||||||
99CAC00007|BOB STEPHENS FOR CITY COUNCIL|1542 SOUTH 1ST STREET|LINCOLN|NE|68502|C|1999-01-26|1999-01-25|I||0|I|1999-01-13|       |          |||||||1999-10-19|1999-04-06|P|0|0
08CAC01293|BOB STUBBE FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68525|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
10CAC01431|BOB TIEMANN FOR LEGISLATURE 2010 (DISSOLVED)|2401 CENTENNIAL DRIVE|BEATRICE |NE|68310|C|2010-04-27|2010-04-26|I||||2010-04-24|||||||||2010-07-15|2010-05-11|P||
14CAC01884|BOB TIEMANN FOR LEGISLATURE 2014 (DISSOLVED)|110 REGENCY DRIVE|BEATRICE |NE|68310|C|2014-03-21|2014-03-20|I||||2014-03-19|||||||||2015-05-28|2014-11-04|G||1
14CAC01981|BOB TWISS ESU ((NOT REGISTERED))|433 SHERWOOD DRIVE|GRETNA|NE|68028|C|1900-01-01||||||1900-01-01|||||||||||||
99CAC00339|BOB TWISS FOR LEGISLATURE (DISSOLVED)|433 SHERWOOD DRIVE,|GRETNA|NE|68028|C|1992-03-16|1992-03-16|I||0|I|1992-03-16|||||||||2008-01-28|2000-05-04|P||
99CAC00368|BOB TWISS FOR OPPD COMMITTEE|433 Sherwood Drive,|GRETNA|NE|68028|C|1998-10-23|1998-10-22|I||0|I|1998-10-23|       |          |||||||1900-01-01|2002-05-04|G|0|0
14CAC01923|BOB VAN VALKENBURG FOR LEGISLATURE-NR|NOT REGISTERED |LINCOLN|NE|68505|C|9999-12-31|9999-12-31|||||9999-12-31|||||||||||||
99CAC00307|BOB WICKERSHAM FOR LEGISLATURE (DISSOLVED)|355 MAIN STREET,|CHADRON|NE|69337|C|1991-02-27|1991-02-27|I||0|I|1991-02-27|       |          |||||||2003-02-04|2000-11-07|G|1|1
11CAC01575|BOBBI FOR COUNCIL|3140 O STREET, SUITE 205; PO BOX 80052|LINCOLN|NE|68501|C|2011-03-25|2011-03-25|I||||2011-03-23|||||||||2014-07-11|2011-04-05|P||
99CAC00147|BOHLKE FOR LEGISLATURE|11 VILLAGE DR|HASTINGS|NE|68901|C|1991-10-07|1991-10-07|I||0|I|1991-10-07|       |          |||||||2003-11-25|1996-05-04|G|1|1
99CAC00697|BOLES FOR COMMISIONER|1201 O ST STE 301|LINCOLN|NE|68508|C|2004-09-14|2004-09-14|I||0|I|2004-09-14|||||||||2005-08-19|2004-11-02|G||
11CAC01596|BOLZ FOR LEGISLATURE|2816 JAMESON N #1|LINCOLN |NE|68516|C|2011-10-24|2011-10-19|I||||1900-01-01||||||||||2012-11-06|G|1|1
06CAC00801|BOND FOR LEGISLATURE|12181 'A' STREET, PO BOX 707|AVOCA|NE|68307|C|2006-03-09|2006-03-08|I||||2006-03-07|||||||||2006-12-31|2006-05-09|P||
12BQC00316|BOND ISSUE PROMOTION COMMITTEE (NOT REGISTERED)|103 NORTH PARK|OAKLAND|NE|68045|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||1900-01-01|||
99CAC00023|BONNIE ARNOLD FOR CLERK OF DISTRICT COURT|1612 Windsor Place,|GRAND ISLAND|NE|68801|C|1998-03-13|1998-03-13|I||0| |1998-03-13|       |          |||||||1998-10-13|1998-05-04|P|0|0
15CAC02075|BORCHERS FOR LEGISLATURE|19264 SHIRLEY ST|OMAHA|NE|68130|C|2015-03-19|2015-03-17|I||||2015-03-16||||||||||2016-05-10|P||1
10CAC01451|BOSSHARDT FOR LEGISLATURE (NOT REGISTERED)|26485 COUNTY ROAD 28|ARLINGTON|NE|68002|C|1999-01-01|1999-01-01|||||1999-01-01||||||||||2010-05-11|||
09CAC01372|BOSWELL BOARD OF EDUCATION (DISSOLVED)|5000 SOUTH 63RD STREET|LINCOLN |NE|68516|C|2009-04-15|2009-04-14|I||||2009-04-13|||||||||2012-01-25|2009-05-05|G||
13CAC01765|BOSWELL FOR SCHOOL BOARD|5000 SOUTH 63RD ST|LINCOLN |NE|68516|C|2013-01-29|2013-01-28|I||||2013-01-25||||||||||2013-04-09|||
09CAC01385|BOUCHER FOR COUNTY ATTORNEY|5555 S. 27TH, SUITE A|LINCOLN|NE|68512|C|2009-10-08|2009-10-07|I||||2009-10-10|||||||||2013-01-02|2010-05-11|P||
99CAC00033|BOURNE FOR LEGISLATURE|15656 JACKSON DRIVE|OMAHA|NE|68118|C|1998-03-27|1998-03-27|I||0|I|1998-03-27|||||||||2007-02-02|2002-11-05|G|1|1
08CAC01139|BOWMAN FOR LEGISLATURE (DISSOLVED)|305 W. 17TH STREET|SOUTH SIOUX CITY |NE|68776|C|2008-05-12|2008-05-09|I||||2008-05-10|||||||||2008-06-23|2008-05-13|P||
99PPC00005|BOX BUTTE COUNTY DEMOCRATS|1232 West 14th Street, #12,|ALLIANCE|NE|69301|T|1986-10-16|1986-10-16|I||0|I|1986-10-16|       |          |||||||1999-11-08|1999-05-08|P|0|0
99PPC00006|BOYD COUNTY DEMOCRATIC COMMITTEE|RR 2, Box 37,|SPENCER|NE|68777|T|1978-07-07|1978-07-07|I||0|I|1978-07-07|       |          |||||||1999-12-06|1998-05-04|P|0|0
99PPC00007|BOYD COUNTY REPUBLICAN PARTY (DISSOLVED)|RR 2, BOX 83,|SPENCER|NE|68777|T|1977-09-02|1977-09-02|I||0|I|1977-09-02|       |          |||||||2002-05-15|2000-05-04|P|0|0
15CAC02041|BRAD ASHBY FOR METRO CC BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA |NE|68114|C|9999-12-31||||||9999-12-31|||||||||||||
10CAC01401|BRAD BURWELL FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68117|C|0001-01-01||||||9999-12-31|||||||||||||
14CAC02020|BRAD GRIER CAMPAIGN(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOUTH SIOUX CITY |NE|68776|C|2014-10-29||||||9999-12-31|||||||||||||
15CAC02073|BRAD HULSE 4 LINCOLN AIRPORT AUTH. (NOT REGISTERED|8231 BEECHWOOD DRIVE|LINCOLN|NE|68510|C|9999-12-31||||||9999-12-31|||||||||||||
99CAC00564|BRAD KUIPER FOR STATE TREASURER (DISSOLVED)|405 DEVONSHIRE DR|GRETNA|NE|68028|C|2001-09-25|2001-09-25|I||0|I|2001-09-25||99IRC00244||||||R|2003-04-17|2002-05-14|P|0|0
10CAC01540|BRAD RENTER FOR BENNINGTON BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
10CAC01397|BRADLEY FOR NEBRASKA LEGISLATURE (DISSOLVED)|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|2010-01-14|2010-01-14|I||||2010-01-06|||||||||2010-09-10|2010-05-11|P||
08CAC01218|BRANDON CLARK FOR LEARNING COUNCIL (NR)|6620 NORTH 77TH STREET|OMAHA|NE|68122|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|G||
12CAC01737|BRANDON CLARK FOR NRD (NOT REGISTERED)|UNKNOWN|OMAHA |NE|68114|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|||
10CAC01452|BRANDON HUNNICUTT FOR LEGISLATURE (DISSOLVED)|609 S. G RD|GILTNER|NE|68841|C|2010-05-10|2010-05-10|||||2010-05-07|||||||||2011-09-20|2010-05-11|P||1
10CAC01458|BRANDT FOR COUNTY COMMISSIONER (DISSOLVED)|1023 TEKAMAH LANE|PAPILLION|NE|68046|C|2010-05-07|2010-05-06|I||||2010-04-15|||||||||2011-01-04|2010-05-11|P||
99CAC00034|BRANDT FOR MAYOR (DISSOLVED)|1023 TEKAMAH LN|PAPILLION|NE|68046|C|1998-04-13|1998-04-13|I||0|I|1998-04-13|||||||||2006-02-09|2002-11-05|G||1
12CAC01640|BRENDA CARLISLE FOR COUNTY COMMISSIONER|7332 LA VISTA DRIVE|LA VISTA|NE|68128|C|2012-04-02|2012-04-02|I||||2012-03-22||||||||||2012-05-15|P||
08CAC01252|BRENDA CARLISLE FOR MAYOR OF LA VISTA (NR)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-01|G||
08CAC01309|BRENDA SHERMAN FOR SOUTH SARPY SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
14CAC01886|BRENT KELLY FOR HOLT COUNTY ATTORNEY|48690 HWY 20|ONEIL|NE|68763|C|2014-03-26|2014-03-25|I||||2014-03-22||||||||||2014-05-13|P||
08CAC01123|BRENT SMOYER FOR LEGISLATURE (DISSOLVED 2008)||LINCOLN|NE|68502|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-05-13|P||
99CAC00240|BRESLOW COMMITTEE, THE|2900 S. 70TH STREET|LINCOLN|NE|68502|C|1989-07-11|1989-07-11|I||0|I|1989-07-11|       |          |||||||2003-06-12|2002-05-04|P|0|0
99CAC00468|BRESLOW FOR REGENT COMMITTEE|804 LEXINGTON LANE|PAPILLION|NE|68046|C|2000-04-17|2000-04-17|I||0|I|2000-04-12||99IRC00113||||||R|2002-01-11|2000-11-07|G|0|1
06CAC00994|BRETT BULLOCK FOR URNRD (NOT REGISTERED)||MADRID|NE|69150|C|1900-01-01|1900-01-01|||||1900-01-01||||||||||2006-11-07|||
08CAC01290|BRIAN LIESVELD FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68523|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
13CAC01802|BRIAN VILLAFUERTE FOR SCHOOL BOARD (NOT REGISTERED|369 BLOCK|ZIP NOT VALID|NE|00001|C|1900-01-01|1900-01-01|I||||1900-01-01|||||||||||||
14CAC01976|BRIAN WHITECALF FOR CITY COUNCIL (NOT REGISTERED)|1506 ST PAUL RD|GRAND ISLAND|NE|68801|C|2014-09-23||||||1900-01-01|||||||||||||
99CAC00617|BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE|841 SANTA MONICA AVE|LINCOLN|NE|68504|C|2002-08-29|2002-08-29|I||0|I|2002-09-10||99IRC00304||||||R|2003-08-06|2002-11-05|G|0|1
15CAC02091|BRIESE FOR LEGISLATURE|2998 300TH STREET|ALBION |NE|68620|C|2015-08-05|2015-08-05|I||||2015-07-31||||||||||2016-05-10|P||1
99CAC00541|BRIGGS FOR CITY COUNCIL|1421 S. 26TH STREET|LINCOLN|NE|68502|C|2001-01-25|2001-01-25|I||0|I|2001-02-05||99IRC00214||||||R|2001-05-15|2001-04-23|P|0|0
15CAC02094|BRINKMAN FOR LANCASTER COUNTY BOARD|210 BLUE SAGE BLVD|LINCOLN|NE|68521|C|2015-08-31|2015-08-29|||||2015-08-25||||||||||2015-05-10|P||1
99CAC00536|BROTHER LOVE FOR LEGISLATURE|123 ANYWHERE|LINCOLN|NE|68510|C|2001-01-01|2000-12-21|I||0|I|2000-12-30||99IRC00206||||||R|1978-01-01|1998-04-01|P|0|0
06BQC00134|BROWN COUNTY HOSPITAL IMPROVEMENT FUND (DISSOLVED)|PO BOX 93|AINSWORTH|NE|69210|B|2006-05-10|2006-05-09|I|COUNTY BROWN Hospital Tax Levy|0|O|2006-05-08|||||||||2006-05-24|2006-05-09|P||
06CAC00765|BROWN FOR LEGISLATURE|2201 ELBA CIRCLE|LINCOLN|NE|68521|C|2006-01-03|2005-12-31|I||||2006-04-24|||||||||2008-02-21|2006-05-09|P||
13CAC01769|BRUCE HUNTER FOR CITY COUNCIL|319 S. 17TH STREET, SUITE 526|OMAHA|NE|68102|C|2013-03-05||I||||1900-01-01|||||||||2013-09-20|2013-04-02|||
99CAC00706|BRUCE LEAR FOR CITY COUNCIL|4803 AVE L PLACE|KEARNEY|NE|68847|C|2004-10-22|2004-10-21|I||0|I|2004-10-19|||||||||2014-01-31|2004-11-02|G||
99CAC00037|BRUEGGEMANN FOR SHERIFF|809 1st Avenue,|PLATTSMOUTH|NE|68048|C|1993-12-10|1993-12-10|I||0|I|1993-12-10|       |          |||||||1900-01-01|2002-11-05|G|0|1
99CAC00658|BRUMBAUGH FOR LEGISLATURE|8712 W DODGE RD|OMAHA |NE|68114|C|2004-02-23|2004-02-20|I||0|I|2004-02-16||99IRC00368||||||R|2005-01-12|2004-05-04|G|0|1
13CAC01808|BRUMFIELD FOR OPS - NOT REGISTERED|1210 S. 25TH AVENUE|OMAHA|NE|68105|C|1900-01-01|1900-01-01|I||||1900-01-01|||||||||||||
99CAC00562|BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR)|P O BOX 83527|LINCOLN|NE|68501|C|2001-06-12|2001-06-12|I||0|I|2001-06-12||||||||||2010-11-09|G||1
14CAC01867|BRUNING FOR GOVERNOR|PO BOX 83527|LINCOLN|NE|68501|C|2014-02-10|2014-02-10|I|||O|2014-02-10|||||||||1900-01-01|2014-05-13|P||
99CAC00152|BRUNING FOR LEGISLATURE DISSOLVED)|17501 RIVIERA DRIVE,|OMAHA|NE|68136|C|1995-05-10|1995-05-10|I||0|I|1995-05-10|       |          |||||||2001-06-12|2000-11-07|G|1|1
13CAC01847|BRYAN SLONE FOR GOVERNOR (DISSOLVED)|7171 MERCY ROAD|OMAHA|NE|68106|C|2013-11-25|2013-11-25|A||||2013-11-20|||||||||2015-07-31|2014-05-13|P||
10CAC01538|BRYON UECKERT FOR VALLEY CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|VALLEY|NE|68064|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
13PPC00069|BUFFALO COUNTY REPUBLICAN PARTY|8615 HACKAMORE DRIVE|KEARNEY|NE|68845|T|2013-01-31|2013-01-29|I||||2012-03-05|||||||||||||
99PPC00008|BUFFALO COUNTY REPUBLICAN PARTY (DISSOLVED 1999)|2111 WEST 37TH STREET,|KEARNEY|NE|68847|T|1978-06-15|1978-06-15|I||0|I|1978-06-15|       |          |||||||1999-12-29|2000-05-09|P|0|0
11CAC01566|BUFFINGTON FOR MAYOR 2011 (DISSOLVED)|3112 S. 13TH STREET|LINCOLN|NE|68502|C|2011-02-18|2011-02-17|I||||2011-02-09|||||||||2015-02-25|2011-05-03|||
99BQC00038|BUILD IT OMAHA COMMITTEE (DISSOLVED)|5122 NICHOLAS STREET|OMAHA|NE|68132|B|2000-02-01|2000-01-31|A|CITY OF OMAHA BOND ISSUE FOR CONVENTION CENTER    |0|I|1999-12-30||99IRC00058||||||R|1900-01-01|2000-05-09|P|0|0
99BQC00038|BUILD IT OMAHA COMMITTEE (DISSOLVED)|5122 NICHOLAS STREET|OMAHA|NE|68132|B|2000-03-06|2000-03-02|A|CITY OF OMAHA BOND ISSUE FOR CONVENTION CENTER    |0|I|1999-12-30||99IRC00058||||||R|1900-01-01|2000-05-09|P|0|0
99BQC00038|BUILD IT OMAHA COMMITTEE (DISSOLVED)|5122 NICHOLAS STREET|OMAHA|NE|68132|B|2000-01-07|2000-01-06|I|CITY OF OMAHA BOND ISSUE FOR CONVENTION CENTER    |0|F|1999-12-30||99IRC00058||||||R|2002-04-03|2000-05-09|P|0|0
13IRC00515|BUILD NEBRASKA|14818 BERRY CIRCLE|OMAHA|NE|68137|R|2013-09-23|2013-09-20|I||||2013-10-01||||||||||2014-05-07|||
06BQC00143|BUILDING A BETTER NEBRASKA WITH AMENDMENT 1 COMMIT|233 SOUTH 13TH ST STE 800-F|LINCOLN|NE|68508|B|2006-09-27|2006-09-27|I|PROPOSED CONSTITUTIONAL AMENDEMENT #1|0|C|2006-09-22|||||||||2007-10-18|2006-11-07|G||
99BQC00001|BUILDING BETTER SCHOOLS COMMITTEE|1313 Meadow Lane, P.O. Box 373|WAYNE|NE|68787|B|1996-07-08|1996-07-08|I|WAYNE PUBLIC SCHOOLS BOND ISSUE                   |0|I|1996-07-08|       |          |||||||1999-11-05|1996-05-04|P|0|0
10CAC01392|BURKE HARR FOR LEGISLATURE |1620 DODGE STREET, SUITE 1800|OMAHA|NE|68102|C|2010-01-08|2010-01-08|I||||2010-01-01||||||||||2014-11-04|G||1
99CAC00434|BURLING FOR LEGISLATURE COMMITTEE|4120 S SHILOH AVE.|KENESAW|NE|68956|C|2000-03-14|2000-03-13|I||0|I|2000-03-10|||||||||2008-12-19|2004-11-02|G|1|1
99PPC00009|BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE (DISSOLVE|2051 COUNTY ROAD N|OAKLAND|NE|68045|T|1977-07-31|1977-07-31|I||0|I|1977-07-31|||||||||2015-03-27|2000-05-04|P||
10BQC00283|BURWELL CITIZENS FOR PROGRESS|417 VALLEY VISTA; PO BOX 897|BURWELL|NE|68823|B|2010-10-15|2010-10-14|I|Campaigning to keep them in office, recall|0|R|2010-10-14||||||||||2010-11-02|G||
99CAC00239|BUSCHKOETTER FOR COUNCIL|1110 13th Avenue,|KEARNEY|NE|68847|C|1998-07-24|1998-07-24|I||0|I|1998-07-24|       |          |||||||1999-11-01|1998-05-04|P|0|0
99PAC00102|BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|1111 LINCOLN MALL #308|LINCOLN|NE|68508|S|1986-03-12|1986-03-11|I||0|I|1986-03-02||||||||||2012-11-08|G||
12BQC00314|BUTLER COUNTY EVENT CENTER (NOT REGISTERED)|1285 NORTH 8TH STREET|DAVID CITY|NE|68632|B|2012-05-03||||0||1900-01-01||||||||||2012-05-15|P||
13CAC01817|BUTLER FOR LEGISLATURE (DISSOLVED)|11421 DAVENPORT STREET|OMAHA|NE|68154|C|2013-07-31|2103-07-30|I||||2013-07-26|||||||||2015-03-27|2014-05-14|||
99CAC00039|BUTLER FOR LT. GOVERNOR|8805 Indian Hills Drive #200,|OMAHA |NE|68114|C|1997-07-17|1997-07-17|I||0|I|1997-07-17|       |          |||||||1998-12-11|1998-05-04|P|0|0
99CAC00580|BYRD FOR STATE TREASURER|8237 COUNTY RD 13|||68002-0000|C|2002-02-15|2002-02-15|I||0|I|2002-02-22|||||||||2014-01-28|2002-11-05|G|1|1
06BQC00141|C-CARE (DISSOLVED)|1604 N 40TH RD |AVOCA|NE|68307|B|2006-08-02|2006-08-01|I|COUNTY OTOE School District Bond Issue & Tax Levy|0|O|2006-07-31|||||||||2015-03-23|2006-11-07|G||
08IRC00485|CA TRUCKING ASSOCIATION (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68138|R|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2007-01-01|P||
99CAC00633|CAL ALLYN CAMPAIGN COMMITTEE (DISSOLVED)|1105 ANGUS DR|NORFOLK|NE|68701|C|2002-11-14|2002-11-13|I||0|I|2002-10-31||99IRC00329||||||R|2003-01-02|2002-11-05|G|0|1
99CAC00612|CAMPAIGN FOR GROLLMES (DISSOLVED)|4809 S 47TH|OMAHA|NE|68117|C|2002-07-02|2002-07-01|I||0|I|2002-07-01||99IRC00298||||||R|2003-05-20|2002-11-05|G|0|1
08IRC00484|CAMPAIGN FOR NEBRASKAS FUTURE (DISSOLVED)|1345 B STREET #1|LINCOLN|NE|68502|I|2008-01-08|2008-01-08|I||||2008-01-24|||||||||2010-04-26|2008-11-04|G||
12BQC00304|CAMPAIGN FOR SAFE, WARM, AND DRY SCHOOLS (DISSOLVE|PO BOX 505|CHADRON|NE|69337|B|2012-01-20|2012-01-18|I|Dawes County School District #2 11.9 million bond issue|0|O|2012-02-17|||||||||2012-08-03|2012-03-13|||
99CAC00596|CAMPAIGN TO ELECT DR ROBERT J WICHT GOVERNOR(DISSO|470 FRIEND RD.|ST. LIBORY|NE|68872|C|2002-04-16|2002-04-12|I||0|I|2002-04-10|||||||||2006-01-09|2002-05-14|P||
99CAC00214|CAMPAIGN TO ELECT JACK FROST|917 NORTH 131 PLAZA|OMAHA|NE|68154|C|1986-05-13|1986-05-13|I||0|I|1986-05-13|       |          |||||||1900-01-01|2004-11-02|G|1|1
99CAC00041|CAMPBELL FOR LANCASTER COUNTY COMMISSIONER (DISSOL|6201 PINE LAKE RD PO 82535|LINCOLN |NE|68516|C|1986-04-09|1986-04-09|I||0|I|1986-04-09|       |          |||||||2003-02-21|2002-05-04|P|0|0
99BQC00066|CAN-DO COMMITTEE FOR A NEW ZOO (DISSOLVED)|365 N. BROADWELL AVE|GRAND ISLAND|NE|68803|B|2001-05-30|2001-05-29|I|MUNICIPAL ZOO NOT TO EXCEED $5,000,000            |0|O|2001-06-05||99IRC00239||||||R|2001-07-06|2001-06-05|P|0|0
08BQC00191|CARE 25  |80104 ROAD 444|BROKEN BOW|NE|68822|B|2010-07-23|2010-07-22|I|School District 25 (NE) Construction Bond Issue|1|O|2010-07-20|||||||||2010-09-09|2010-08-10|G||
09BQC00250|CARE COMMITTEE|PO BOX 1038|HOLDREGE|NE|68949|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||1900-01-01|||
99PAC00016|CARE PAC|1200 LIBRA DR, STE 100 |LINCOLN|NE|68512|S|1982-08-03|1982-08-03|I||0|I|1982-08-03||||||||||2012-11-08|G||
11CAC01569|CARL ESKRIDGE FOR CITY COUNCIL|128 N 13TH STREET APT 1007|LINCOLN|NE|68508|C|2011-02-08||I||||2011-02-23||||||||||2015-04-07|P||
12CAC01674|CARL HANSON BELLEVUE SCHOOL BOARD(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|BELLEVUE|NE|68005|C|2012-04-26||||||9999-12-31|||||||||||||
08CAC01159|CARL HUMPHREY FOR SCC BOARD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-05-13|||
10CAC01411|CARL LORENZEN FOR LEGISLATURE |953 WESTRIDGE DRIVE|BLAIR|NE|68008|C|2010-03-30|2010-03-29|||||2010-03-26|||||||||2011-01-31|2010-11-02|G||1
99CAC00241|CARMAN FOR SHERIFF COMMITTEE (DISSOLVED)|701 SOUTH MALONEY DRIVE,|NORTH PLATTE|NE|69101|C|1998-03-16|1998-03-16|I||0|I|1998-03-16|       |          |||||||2004-03-22|2002-11-05|P|0|0
