ID|Lobbyist Last Name|Lobbyist First Name|Principal Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
75|Cuca|Ralph "Bud"|NE Motor Carriers Association|Statement of Activity|1997-07-28|1997-08-04|$70.00|PAID|||1997-08-18|
76|Cunningham|James|NE Catholic Conference|2nd Quarter Report|1998-07-15|1998-07-22|$70.00|PAID|||1998-08-06|
77|Cunningham|James|NE Catholic Conference|3rd Quarter Report|1996-10-15|1996-10-22|$70.00|PAID|||1997-03-31|
78|Cutshall|Bruce|Cutshall & Associates|Statement of Activity|1998-05-29|1998-06-18|$200.00|REDUCED|$0.00|1998-06-23||
79|Dobras|Victor|Sprint|1st Quarter Report|1998-04-15|1998-04-17|$20.00|PAID|||1998-05-28|
80|Dobras|Victor|Sprint|3rd Quarter Report|1997-10-15|1997-10-28|$130.00|PAID|||1997-11-17|
81|Dulaney|Michael|NE Council of Post Secondary Career Schools|1st Quarter Report|1998-04-15|1998-05-27|$300.00|PAID|||1998-06-16|
82|Eret|Don|Supporters of Nebraska Tractor Testing Lab|3rd Quarter Report|1997-10-15|1997-10-17|$20.00|REDUCED|$0.00|1997-10-20||
83|Evans|Eric|NE Advocacy Services, Inc.|1st Quarter Report|1998-04-15|1998-04-16|$10.00|PAID|||1998-06-17|
84|Evans|Eric|NE Advocacy Services, Inc.|Statement of Activity|1997-07-28|1997-08-01|$40.00|PAID|||1997-08-22|
85|Falk|Cecilia|Plumbing-Heating-Cooling Contractors of NE|4th Quarter Report|1998-01-15|1998-02-19|$300.00|REDUCED|$0.00|1998-03-20||
86|Ferdinand|Rene|The Arc of Nebraska|2nd Quarter Report|1998-07-15|1998-07-20|$50.00|PAID|||1998-07-31|
87|Ferdinand|Rene|The Arc of Nebraska|3rd Quarter Report|1997-10-15|1997-10-21|$60.00|PAID|||1997-10-30|
88|Fischer|Gary|Family Housing Advisory Services, Inc.|2nd Quarter Report|1998-07-15|1998-07-24|$90.00|PAID|||1998-08-04|
89|Fischer|Gary|Family Housing Advisory Services, Inc.|1st Quarter Report|1998-04-15|1998-04-27|$120.00|RED/PAID|$10.00|1998-05-28|1998-05-28|
90|Fischer|Gary|Family Housing Advisory Services,  Inc.|1st Quarter Report|1997-04-15|1997-04-18|$30.00|REDUCED|$0.00|1997-08-26||
91|Funk|Christine|Planned Parenthood of Lincoln|1st Quarter Report|1998-04-15|1998-04-17|$20.00|PAID|||1998-06-30|
92|Funk|Christine|Planned Parenthood of Lincoln|Statement of Activity|1997-07-28|1997-08-14|$170.00|PAID|||1997-09-02|
93|Gale|Kristine|Metro Omaha Convention Sports & Entertainment|Statement of Activity|1998-05-29|1998-06-05|$70.00|REDUCED|$0.00|1998-06-23||
94|Gigstad|Carolyn|American Consulting Engineers Council of NE|Statement of Activity|1997-07-28|1997-08-01|$40.00|PAID|||1997-08-22|
95|Gigstad|Carolyn|NE Society of Professional Engineers|Statement of Activity|1997-07-28|1997-08-01|$40.00|PAID|||1997-08-22|
96|Golden|Jeffrey|Boys & Girls Home of NE, Inc.|2nd Quarter Report|1998-07-15|1998-07-24|$90.00|REDUCED|$0.00|1998-07-29||
97|Gordon|James|DeHart & Darr Associates|Statement of Activity|1997-07-28|1997-08-01|$40.00|PAID|||1997-08-19|
98|Graham|Ronald|Novartis Pharmaceuticals|Statement of Activity|1997-07-28|1997-08-25|$280.00|REDUCED|$0.00|1997-09-11||
99|Graves|Eugene|Metro Omaha Builders Association|Statement of Activity|1997-07-28|1997-08-18|$210.00|PAID|||1997-09-02|
100|Guy|Burnell|Brain Injury Association of NE, Inc.|Statement of Activity|1997-07-28|1997-08-12|$150.00|REDUCED|$0.00|1997-09-04||
101|Hale|Susan|Family Planning Council of NE|1st Quarter Report|1998-04-15|1998-04-16|$10.00|PAID|||1998-06-01|
102|Hale|Susan|Planned Parenthood of Omaha-Council Bluffs|1st Quarter Report|1998-04-15|1998-04-17|$20.00|PAID|||1998-06-01|
103|Hallstrom|Robert|Ruth & Mueller Law Firm|4th Quarter Report|1998-01-15|1998-01-31|$160.00|REDUCED|$0.00|1998-03-20||
104|Hansen|John|NE Farmers Union|3rd Quarter Report|1996-10-15|1996-10-22|$70.00|PAID|||1997-03-31|
105|Hansen|John|NE Farmers Educational & Cooperative Union|4th Quarter Report|1997-01-15|1997-01-21|$60.00|PAID|||1997-03-31|
106|Hartley|Richard|MADD|Statement of Activity|1998-05-29|1998-06-03|$50.00|REDUCED|$0.00|1998-06-16||
107|Hartley|Shirley|MADD|Statement of Activity|1998-05-29|1998-06-03|$50.00|REDUCED|$0.00|1998-06-16||
108|Holmquist|David|American Cancer Society'|4th Quarter Report|1998-01-15|1998-01-20|$50.00|PAID|||1998-03-19|
109|Holmquist|David|American Cancer Society|1st Quarter Report|1997-04-15|1997-04-17|$20.00|PAID|||1997-06-30|
110|Hood|Jane Renner|NE Humanities Council|Statement of Activity|1997-07-28|1997-08-07|$100.00|PAID|||1997-09-02|
111|Hulme|Doyle|New Holland North America, Inc.|Statement of Activity|1998-05-29|1998-06-05|$70.00|REDUCED|$0.00|1998-06-16||
112|Jenkins|Thomas|Blue Cross Blue Shield of NE|Statement of Activity|1998-05-29|1998-06-17|$190.00|PAID|||1998-07-21|
113|Jennings|Warren|Insurance Federation of NE|3rd Quarter Report|1997-10-15|1997-10-27|$120.00|REDUCED|$0.00|1997-10-30||
114|Jordison|John|NE Tax Research Council|4th Quarter Report|1998-01-15|1998-02-09|$250.00|REDUCED|$0.00|1998-03-11||
115|Kettle|Roger|NE Association of Hospitals & Health Systems|4th Quarter Report|1997-01-15|1997-01-21|$60.00|REDUCED|$0.00|1997-04-17||
116|Kirk|Nance|NE Motor Carriers Association|Statement of Activity|1997-07-28|1997-08-04|$70.00|PAID|||1997-09-23|
117|Kissel|Gordon|Erickson & Sederstrom, PC|2nd Quarter Report|1997-07-15|1997-07-21|$60.00|PAID|||1997-07-30|
118|Kissel|Gordon|Dick Brewster|1st Quarter Report|1997-04-15|1997-04-21|$60.00|PAID|||1997-06-19|
119|Kissel|Gordon|West Telemarketing Corporation|1st Quarter Report|1997-04-15|1997-04-21|$60.00|PAID|||1997-06-19|
120|Knapp|Patricia|Boyd County Monitoring Committee|1st Quarter Report|1998-04-15|1998-04-22|$70.00|RED/PAID|$20.00|1998-06-12|1998-06-12|
121|Kruse|Larry|Glaxo Wellcome, Inc.|Statement of Activity|1998-05-29|1998-06-17|$190.00|PAID|||1998-07-06|
122|Kulesher|Kate|American Home Products|4th Quarter Report|1998-01-15|1998-01-20|$50.00|PAID|||1998-03-10|
123|Kulesher|Kate|American Home Products|2nd Quarter Report|1997-07-15|1997-07-28|$130.00|PAID|||1997-08-04|
124|Kulesher|Kate|American Home Products|1st Quarter Report|1997-04-15|1997-04-21|$60.00|PAID|||1997-06-26|
125|Kulesher|Kate|American Home Products|4th Quarter Report|1997-01-15|1997-01-22|$70.00|PAID|||1997-04-07|
126|LeFevre|Andrew|Law Enforcement  Alliance of America|3rd Quarter Report|1997-10-15|1997-10-30|$150.00|PAID|||1997-11-12|
127|LeFevre|Andrew|Law Enforcement Alliance of America|Statement of Activity|1997-07-28|1997-08-04|$70.00|PAID|||1997-08-25|
128|Lunde|Brian|Anderson Consulting|3rd Quarter Report|1997-10-15|1997-10-29|$140.00|PAID|||1997-11-17|
129|Lutz|Mark|Employers Unemployment Insurance Co.|1st Quarter Report|1997-04-15|1997-04-17|$20.00|PAID|||1997-06-19|
130|Lutz|Mark|NE Restaurant Association|1st Quarter Report|1997-04-15|1997-04-17|$20.00|PAID|||1997-06-19|
131|Lutz|Richard|Employers Unemployement Insurance|3rd Quarter Report|1997-10-15|1997-10-28|$130.00|PAID|||1997-11-06|
132|Lutz|Richard|NE Restaurant Association|3rd Quarter Report|1997-10-15|1997-10-28|$130.00|PAID|||1997-11-06|
133|Lutz|Richard|Employers Unemployment Insurance|1st Quarter Report|1997-04-15|1997-04-17|$20.00|PAID|||1997-06-19|
134|Lutz|Richard|NE Restaurant Association|1st Quarter Report|1997-04-15|1997-04-17|$20.00|PAID|||1997-06-19|
135|Marcus|Joan|The Arc of Nebraska|2nd Quarter Report|1998-07-15|1998-07-20|$50.00|PAID|||1998-07-31|
136|Marcus|Joan|The Arc of Nebraska|3rd Quarter Report|1997-10-15|1997-10-21|$60.00|PAID|||1997-10-30|
137|Mendenhall|Frances|Common Cause|Statement of Activity|1997-07-28|1997-08-12|$150.00|REDUCED|$0.00|1997-09-04||
138|Mendenhall|Frances|Common Cause|2nd Quarter Report|1997-07-15|1997-07-30|$150.00|REDUCED|$0.00|1997-09-03||
139|Merrill|Marsha|Alliance for Mentally Ill|1st Quarter Report|1998-04-15|1998-05-26|$300.00|REDUCED|$0.00|1998-06-09||
140|Morrissey|Kristin|Voices for Children|3rd Quarter Report|1996-10-15|1996-10-17|$20.00|PAID|||1997-04-01|
141|Mumgaard|D. Milo|NE Appleseed Center for Law in the Public Interest|1st Quarter Report|1998-04-15|1998-04-16|$10.00|PAID|||1998-06-16|
142|McCue|Paul|Lincoln Chamber of Commerce|Statement of Activity|1997-07-28|1997-08-01|$40.00|RED/PAID|$30.00|1997-09-19|1997-09-15|
143|McClurg|Lori|City of Lincoln|Statement of Activity|1997-07-28|1997-08-01|$40.00|RED/PAID|$10.00|1997-08-26|1997-08-22|
144|McClurg|Lori|City of Lincoln|4th Quarter Report|1997-01-15|1997-01-22|$70.00|REDUCED|$0.00|1997-04-08||
145|McCullough|Mardy|NE Land Title Association|Statement of Activity|1997-07-28|1997-08-12|$150.00|PAID|||1997-09-09|
146|McCullough|Mardy|NE Land Title Association|2nd Quarter Report|1997-07-15|1997-07-16|$10.00|PAID|||1997-08-13|
147|McGuire|Mark|Crow Butte Resources|Statement of Activity|1997-07-28|1997-08-12|$150.00|PAID|||1997-08-27|
148|McGuire|Mark|NE State Education Association|Statement of Activity|1997-07-28|1997-08-12|$150.00|PAID|||1997-08-27|
149|Nelson|Paul|Boyd County Monitoring Committee|1st Quarter Report|1998-04-15|1998-04-27|$120.00|REDUCED|$0.00|1998-06-09||
150|Nielsen|Coleen|State Farm Insurance|3rd Quarter Report|1997-10-15|1997-10-21|$60.00|REDUCED|$0.00|1997-11-12||
151|Niemann|Nick|Greater Omaha Chamber of Commerce|Statement of Activity|1998-05-29|1998-06-04|$60.00|PAID|||1998-06-04|
152|Nowka|Trent|Cutshall & Associates|Statement of Activity|1998-05-29|1998-06-18|$200.00|REDUCED|$0.00|1998-06-23||
153|Oertwich|P. Ann|NE Nurses Association|4th Quarter Report|1998-01-15|1998-02-12|$280.00|PAID|||1998-03-18|
154|Oertwich|P. Ann|NE Nurses Association|3rd Quarter Report|1997-10-15|1997-10-16|$10.00|PAID|||1997-10-27|
155|Oertwich|P. Ann|NE Nurses Association|4th Quarter Report|1997-01-15|1997-01-17|$20.00|PAID|||1997-04-02|
156|O'Hara|Paul|NE Humanities Council|Statement of Activity|1997-07-28|1997-08-14|$170.00|REDUCED|$0.00|1997-08-19||
157|O'Hara|Paul|University of Nebraska|Statement of Activity|1997-07-28|1997-08-14|$170.00|REDUCED|$0.00|1997-08-19||
158|Pappas|James|John Goc|2nd Quarter Report|1997-07-15|1997-07-22|$70.00|PAID|||1997-08-07|
159|Peetz|Natalie|Greater Omaha Chamber of Commerce|Statement of Activity|1998-05-29|1998-06-04|$60.00|REDUCED|$0.00|1998-07-28||
160|Peters|Paul|NE Pork Producers Association|1st Quarter Report|1998-04-15|1998-05-27|$300.00|REDUCED|$0.00|1998-06-16||
161|Peters|Paul|NE Pork Producers|Statement of Activity|1998-05-29|1998-06-08|$100.00|REDUCED|$0.00|1998-06-16||
163|Plucker-Schwartz|Julia|Children's Healthcare Services|Statement of Activity|1998-05-29|1998-06-04|$60.00|PAID|||1998-07-10|
164|Plucker-Schwarz|Julia|Children's Healthcare Services|3rd Quarter Report|1997-10-15|1997-11-03|$190.00|RED/PAID|$10.00|1998-07-10|1998-07-10|
165|Plucker-Schwarz|Julia|Multistate Assoc. Inc. Airtouch Communications|3rd Quarter Report|1997-10-15|1997-11-03|$190.00|REDUCED|$0.00|1998-07-10||
166|Potter|Cara|NE Retail Grocers|3rd Quarter Report|1997-10-15|1997-10-24|$90.00|PAID|||1997-10-24|
167|Preston|James|NE Motor Carriers Association|Statement of Activity|1997-07-28|1997-08-04|$70.00|PAID|||1997-09-23|
168|Ptacek|Patrick|NE Grain & Feed Association|1st Quarter Report|1998-04-15|1998-04-17|$20.00|PAID|||1998-06-23|
169|Quirk|Deb|NE Democratic Party|2nd Quarter Report|1998-07-15|1998-07-29|$140.00|REDUCED|$0.00|1998-08-20||
170|Rasmussen|Dennis|Midwest Automotive Wholesalers Association|2nd Quarter Report|1997-07-15|1997-07-28|$130.00|REDUCED|$0.00|1997-08-15||
171|Rasmussen|Dennis|Philip Morris Management|2nd Quarter Report|1997-07-15|1997-07-29|$140.00|PAID|||1997-08-11|
172|Roberts|John|NE Association of Hospitals & Health Systems|4th Quarter Report|1997-01-15|1997-01-22|$70.00|REDUCED|$0.00|1997-04-17||
173|Robinson|Pamela|Worldcom Technologies, Inc.|Statement of Activity|1998-05-29|1998-06-02|$40.00|REDUCED|$0.00|1998-07-15||
174|Ruggles|Robert|NE Pork Producers|Statement of Activity|1998-05-29|1998-06-08|$100.00|REDUCED|$0.00|1998-06-16||
175|Sands|David|National Audubon Society|1st Quarter Report|1998-04-15|1998-04-27|$120.00|RED/PAID|$10.00|1998-06-18|1998-06-18|
176|Schmad|Tim|Metro Omaha Convention Sports & Entertainment|Statement of Activity|1998-05-29|1998-06-05|$70.00|REDUCED|$0.00|1998-06-23||
177|Schmid|Thomas|Pfizer, Inc.|Statement of Activity|1998-05-29|1998-06-18|$200.00|REDUCED|$0.00|1998-07-15||
178|Schmit-Albin|Julie|NE Right to Life|Statement of Activity|1997-07-28|1997-07-29|$10.00|PAID|||1997-08-27|
179|Schroeder|William|Alliance of American Insurers|Statement of Activity|1998-05-29|1998-06-03|$50.00|REDUCED|$0.00|1998-06-23||
180|Sellentin|Jerry|NE Council of Private Post Secondary Career School|1st Quarter Report|1998-04-15|1998-05-27|$300.00|PAID|||1998-06-16|
181|Shaw|Timothy|NE Advocacy Services, Inc.|Statement of Activity|1998-05-29|1998-06-05|$70.00|PAID|||1998-07-06|
182|Shaw|Timothy|NE Advocacy Services, Inc.|1st Quarter Report|1998-04-15|1998-04-16|$10.00|PAID|||1998-06-19|
183|Shaw|Timothy|NE Advocacy Services, Inc.|Statement of Activity|1997-07-28|1997-08-01|$40.00|PAID|||1997-08-15|
184|Sieh|Loren|Boyd County Monitoring Committee|1st Quarter Report|1998-04-15|1998-04-23|$80.00|REDUCED|$0.00|1998-06-09||
185|Sigerson|Chuck|NE Republican Party|Statement of Activity|1998-05-29|1998-06-19|$210.00|REDUCED|$0.00|1998-07-15||
186|Sigerson|Chuck|NE Republican Party|3rd Quarter Report|1997-10-15|1997-10-20|$50.00|PAID|||1997-12-02|
187|Smith|Roy|Metro Omaha Convention Sports & Entertainment|Statement of Activity|1998-05-29|1998-06-08|$100.00|REDUCED|$0.00|1998-06-23||
188|Staritzky|Kim|Center for Rural Affairs|4th Quarter Report|1998-01-15|1998-01-20|$50.00|PAID|||1998-03-16|
189|Stock|Darrell|Jim & Debbie Hudson|1st Quarter Report|1997-04-15|1997-04-18|$30.00|PAID|||1997-06-18|
190|Stuart|James|Greater Omaha Chamber of Commerce|Statement of Activity|1998-05-29|1998-06-04|$60.00|REDUCED|$0.00|1998-07-28||
191|Sukovaty|Jack|JES Environmental Services, Inc|Statement of Activity|1998-05-29|1998-06-04|$60.00|REDUCED|$0.00|1998-06-16||
192|Tewes|Tim|Norwest Bank Nebraska, NA|1st Quarter Report|1998-04-15|1998-05-26|$300.00|REDUCED|$0.00|1998-05-29||
193|Thompson|Nancy|Center for Rural Affairs|4th Quarter Report|1998-01-15|1998-01-20|$50.00|PAID|||1998-03-16|
194|Thraser|Lowell|Norwest Bank Nebraska, NA|1st Quarter Report|1998-04-15|1998-05-26|$300.00|REDUCED|$0.00|1998-05-29||
195|Tooker|Norman|NE State Grange|Statement of Activity|1998-05-29|1998-06-09|$110.00|PAID|||1998-07-08|
196|Tooker|Norman|NE State Grange|Statement of Activity|1997-07-28|1997-08-14|$170.00|PAID|||1997-08-20|
648|Pallesen|Charles|NE Medical Association|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID||||
650|Sellentin|Jerry|NE Council of School Administrators|3rd Quarter Report|2001-10-15|2001-10-19|$100.00|PAID|||2001-11-08|
651|Butz|Timothy|ACLU Nebraska|3rd Quarter Report|2001-10-15|2001-10-18|$75.00|REDUCED|$0.00|2001-12-18||
652|Benjamin|Connie|AARP|3rd Quarter Report|2001-10-15|2001-10-19|$100.00|REDUCED|$0.00|2002-05-22||
653|Schleppenbach|Gregory|NE Catholic Conference|3rd Quarter Report|2001-10-15|2001-10-18|$75.00|REDUCED|$0.00|||
654|Rowley|Michael D.|NE Catholic Conference|3rd Quarter Report|2001-10-15|2001-10-18|$75.00|REDUCED|$0.00|||
655|Cunningham|James|NE Catholic Conference|3rd Quarter Report|2001-10-15|2001-10-18|$75.00|REDUCED|$0.00|||
656|Dulaney|Michael|NE Council of School Adminstrators|3rd Quarter Report|2001-10-15|2001-10-19|$100.00|PAID|||2001-11-08|
657|Pappas|James|Producers for Fair Checkoff|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2002-01-09|
659|Pappas|James|UNO Faculty|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2002-01-09|
660|Pappas|James|Northwestern Public Schools|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2002-01-09|
661|Pappas|James|Bellevue Public Schools|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2002-01-09|
662|Pappas|James|LaVista Keno|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2002-01-09|
663|Reynolds|Simera|MADD|3rd Quarter Report|2001-10-15|2001-10-17|$50.00|REDUCED|$0.00||2001-11-07|
664|Wright|Matthew|NE Mortgage Association|3rd Quarter Report|2001-10-15|2001-10-22|$175.00|REDUCED|$25.00|2001-11-09|2001-11-09|
666|Chermok|Ruth|National Electrical Contractors Assn.|3rd Quarter Report|2001-10-15|2001-10-30|$375.00|PAID|||2001-11-16|
667|Pallesen|Charles|NE Medical Association|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2001-11-05|
668|Stremming|Troy|Ameristar Casinos, Inc.|3rd Quarter Report|2001-10-15|2001-10-18|$75.00|PAID|||2001-11-14|
670|Kulesher|Kate|American Home Products|3rd Quarter Report|2001-10-15|2001-10-16|$25.00|PAID|||2001-11-15|
671|Horne|Virgil|Lincoln Public Schools|Statement of Activity|2001-12-26|2002-01-07|$300.00|REDUCED|$0.00|2002-01-30||
672|Barnett|Linda|YMCA's of Nebraska|4th Quarter Report|2002-01-15|2002-01-22|$175.00|REDUCED|$0.00|2002-02-26||
673|Bonaiuto|John|NE Association of School Boards|Statement of Activity|2001-12-26|2002-01-10|$375.00|REDUCED|$0.00|2002-02-20||
674|Cederberg|John|Limited Liability Company Association|4th Quarter Report|2002-01-15|2001-01-16|$25.00|REDUCED|$0.00|2002-02-25||
675|Clark|Doug|Utilicorp United|4th Quarter Report|2002-01-15|2002-01-17|$50.00|PAID|||2002-04-03|
676|Craighead|Jennifer|American Heart Association|3rd Quarter Report|2001-10-15|2002-01-11|$750.00|REDUCED|$0.00|2002-03-11||
677|Griess|James|NE State Education Association|4th Quarter Report|2002-01-15|2002-01-17|$50.00|REDUCED|$0.00|2002-02-21||
678|Hale|Brian|NE Association of School Boards|Statement of Activity|2001-12-26|2002-01-10|$375.00|REDUCED|$0.00|2002-02-20||
679|Kilgarin|Karen|NE State Education Association|4th Quarter Report|2002-01-15|2002-01-16|$50.00|REDUCED|$0.00|2002-02-21||
680|Obermier|Duane|NE State Education Association|4th Quarter Report|2002-01-15|2002-01-17|$50.00|REDUCED|$0.00|2002-02-21||
681|Radcliffe|Walter|Motion Picture Association of America|4th Quarter Report|2002-01-15|2002-01-18|$75.00|REDUCED|$0.00|2002-02-05||
682|Schimek|Herb|NE State Education Association|4th Quarter Report|2002-01-15|2002-01-17|$50.00|PAID|||2002-03-01|
683|Swertzic|Michelle|NE Propane Gas Association|4th Quarter Report|2002-01-15|2002-01-16|$25.00|PAID|||2002-03-25|
684|Winston|Kenneth|Assn. Of NE Community Action Agencies|Statement of Activity|2001-12-26|2001-12-27|$25.00|REDUCED|$0.00|2002-02-21||
685|Winston|Kenneth|NE Library Assn.|Statement of Activity|2001-12-26|2001-12-27|$25.00|REDUCED|$0.00|2002-02-21||
686|Winston|Kenneth||4th Quarter Report|2002-01-15|2002-01-31|$400.00|REDUCED|$0.00|2002-02-07||
687|Grove|Marvin|ABATE of Nebraska|Statement of Activity|2001-07-16|2002-01-28|$750.00|REDUCED|$0.00|2003-01-27||
688|Mikkelsen|Brian|NE State Education Association|4th Quarter Report|2002-01-15|2002-01-17|$50.00|REDUCED|$0.00|2002-02-21||
689|Cederberg|John|Limited Liability Company Association|4th Quarter Report|2002-01-15|2002-01-16|$25.00|REDUCED|$0.00|2002-02-25||
690|Hall|Kimberle|NE Assn. Of Home & Community Health Agencies|1st Quarter Report|2002-04-15|2002-04-24|$225.00|REDUCED|$0.00|2002-05-09||
691|Hallstrom|Robert|NE Pharmacists Assn.|1st Quarter Report|2002-01-15|2002-01-17|$50.00|REDUCED|$0.00|2002-05-09||
692|Heusel|Karen|March of Dimes|1st Quarter Report|2002-04-15|2002-04-25|$250.00|REDUCED|$0.00|2002-05-08||
693|Loeffler|Michael|Northern Natural Gas|1st Quarter Report|2002-04-15|2002-04-25|$250.00|REDUCED|$0.00|2002-05-10||
694|Mumgaard|Milo|NE Appleseed Center for Law in the Public Interest|1st Quarter Report|2002-04-15|2002-04-25|$32.77|PAID|||2004-08-11|$0.08
695|Prettyman|Keith|Lincoln Insurance Group|1st Quarter Report|2002-04-15|2002-04-24|$225.00|PAID|||2002-05-14|
696|Remington|S. June|Natl Assn. Of Insurance & Financial Advisors|1st Quarter Report|2002-04-15|2002-04-24|$225.00|REDUCED|$0.00|2002-06-06||
697|Testa|John|American Council of Life Insurers|1st Quarter Report|2002-04-15|2002-04-24|$225.00|REDUCED|$0.00|2002-05-16||
698|Virgil|Steven|NE Appleseed Center|1st Quarter Report|2002-04-15|2002-04-24|$225.00|REDUCED|$0.00|2002-05-09||
699|Yontz|Randall|American Heart Association|1st Quarter Report|2002-04-15|2002-04-18|$75.00|REDUCED|$0.00|2002-05-09||
700|Jeffrey|Scanlan|Cornhusker Casualty Co.|1st Quarter Report|2002-04-15|2002-04-24|$225.00|REDUCED|$0.00|2002-05-02||
701|Wickman|Barbara|Metro Omaha Builders Association|1st Quarter Report|2002-04-15|2002-04-29|$350.00|REDUCED|$0.00|2002-05-02||
702|Benjamin|Connie|AARP Nebraska|1st Quarter Report|2002-04-15|2002-05-08|$575.00|REDUCED|$0.00|2002-05-22||
703|Deppe|Jonah|League of Women Voters of NE|1st Quarter Report|2002-04-15|2002-05-08|$575.00|REDUCED|$0.00|2002-05-15||
704|Hansen|John K.|NE Farmers Union|1st Quarter Report|2002-04-15|2002-04-17|$50.00|PAID|||2002-05-10|
705|Herrin|Sally|NE Farmers Union|1st Quarter Report|2002-04-15|2002-04-17|$50.00|RED/PAID|$25.00|2002-05-20|2002-05-20|
706|Belcher|Barbara|Merck and Company|Statement of Activity|2002-06-03|2002-03-10|$175.00|PAID|||2002-06-19|
707|Bellum|Fred|AARP Nebraska|Statement of Activity|2002-06-03|2002-06-04|$25.00|REDUCED|$0.00|2002-12-18||
708|Benjamin|Connie|AARP Nebraska|Statement of Activity|2002-06-03|2002-06-04|$25.00|REDUCED|$0.00|2003-09-18||
709|Cottington|Jean|Pharmaceutical Research & Manufacturers of America|1st Quarter Report|2002-04-15|2002-05-13|$700.00|REDUCED|$0.00|2002-06-06||
710|Funk|Christine|Planned Parenthood|Statement of Activity|2002-06-03|2002-06-05|$50.00|REDUCED|$0.00|2002-06-25||
