Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-05-01|2006-04-24|172.8|O|PAYROLL TAXES, FUTA
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-05-01|2006-04-24|329.86|O|PAYROLL TAXES, STATE
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-05-01|2006-04-24|1133.34|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-01-30|2005-12-31|164.39|O|PAYROLL TAX LIABLITIES-NE WITHHOLDING
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-04-10|2006-04-04|612.3|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-04-10|2006-04-04|125.6|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-04-10|2006-04-04|240.16|O|PAYROLL TAX LIABILITIES
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-01-30|2005-12-31|171.5|O|PAYROLL TAX LIABLITIES-NE UNEMPLOYMENT
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-01-30|2005-12-31|225.6|O|PAYROLL TAX LIABLITIES-FED UNEMPLOYMENT
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2006-01-30|2005-12-31|618.26|O|PAYROLL TAX LIABLITIES-FED W/H & FICA
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2005-01-26|2004-12-31|55.99|O|PAYROLL TAX LIABILITIES                 
NEBRASKANS FOR NABITY (FOR GOVERNOR)|99CAC00651|2005-01-26|2004-12-31|221.06|O|PAYROLL TAX LIABILITIES                 
COMMITTEE TO ELECT ROSIE ZWEIBACK (DISSOLVED)|99CAC00656|2004-06-21|2004-06-18|45|C|A BILL FOR A NEWSPAPER AD CAME IN THE DA
GAFFNEY FOR LEGISLATION (DISSOLVED)|99CAC00657|2005-03-11|2004-06-30|80.49|A|SENT TO NSEA PAC
BRUMBAUGH FOR LEGISLATURE|99CAC00658|2004-06-21|2004-05-16|.17|C|BANK CHECK CHARGE                       
BRUMBAUGH FOR LEGISLATURE|99CAC00658|2004-05-03|2004-04-23|.17|C|BANK SERVICE CHARGE CREDIT              
BRUMBAUGH FOR LEGISLATURE|99CAC00658|2004-05-03|2004-04-15|31.52|C|VOIDED CHECK                            
BRUMBAUGH FOR LEGISLATURE|99CAC00658|2004-04-13|2004-04-01|.09|C|US BANK SERVICE CHARGE                  
BRUMBAUGH FOR LEGISLATURE|99CAC00658|2004-04-13|2004-02-03|16.95|C|US BANK CHECK PRINTING CHARGE           
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|2005-03-01|2005-02-01|151|O|VOIDED CHECKS                           
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|2005-03-01|2004-11-22|5.48|O|POSTAGE REFUND                          
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|2005-03-01|2004-09-16|47.29|O|PHONE REFUND                            
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|2005-03-01|2004-08-18|256.6|O|POSTAGE REFUND                          
COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|99BQC00091|2004-08-03|2004-07-15|675|O|SALE OF COMPUTER EQUIP. TO BECKER LEASIN
COMMITTEE TO ELECT MARK GUSTAFSON (DISSOLVED)|99CAC00660|2005-04-14|2005-04-08|46.68|O|REMAINING FUNDS FROM ACCOUNT
HOWARD FOR LEGISLATURE (DISSOLVED)|99CAC00662|2013-01-28|2012-12-31|8.22|A|Interest from Savings Account
HOWARD FOR LEGISLATURE (DISSOLVED)|99CAC00662|2009-01-15|2008-12-30|50|A|check returned. no ticket to fundraiser
FRIENDS FOR ABBIE CORNETT (DISSOLVED)|99CAC00663|2005-01-12|2004-12-12|390|O|CRICKET REFUNDED$390.00 FOR PHONESPURCHA
NE STATE HOME BUILDERS ASSOCIATION ISSUES FUND|99BQC00039|2000-10-04|2000-07-14|1000|O|REIMBURSE FUND FOR UNAUTHORIZED EXPENDIT
NE STATE HOME BUILDERS ASSOCIATION ISSUES FUND|99BQC00039|2000-10-04|2000-07-11|114.58|O|INTEREST EARNINGS                       
NE STATE HOME BUILDERS ASSOCIATION ISSUES FUND|99BQC00039|2000-10-04|2000-06-10|122.9|O|INTEREST EARNINGS                       
NE STATE HOME BUILDERS ASSOCIATION ISSUES FUND|99BQC00039|2000-04-07|2000-03-12|219.29|O|MONEY MARKET INTEREST                   
VALENTINE FOR LEGISLATURE (DISSOLVED)|99CAC00425|2000-06-20|2000-05-25|20|C|OVERRAGE, BANK REFUNDED TO 20.00 FEE.   
MIKE BOYLE FOR COUNTY BOARD|99CAC00428|2003-01-21|2002-11-20|12|C|CHECKING ACCOUNT FEE                    
KRUSE FOR LEGISLATURE|99CAC00430|2004-10-06|2004-06-16|375|C|REIMBURSEMENT OF POST PRIMARY EXPENDITUR
JOHN SIELER FOR REGISTER OF DEEDS (DISSOLVED)|99CAC00431|2001-02-28|2000-04-13|552.7|C|CREDIT FOR UNUSED ADV JO DON DESIGN     
SCOTT KNUDSEN FOR STATE LEGISLATURE|99CAC00432|2001-01-17|2000-10-30|3500|C|REFUND TO MOBA PAC                      
JACK POSTLEWAIT FOR COMMISSIONER (DISSOLVED)|99CAC00433|2004-06-09|2004-04-18|.77|C|CORRECTION TO PREVIOUS FILING           
JACK POSTLEWAIT FOR COMMISSIONER (DISSOLVED)|99CAC00433|2000-06-16|2000-04-17|250|C|$250 DEPOSIT RECORDED TWICE             
BURLING FOR LEGISLATURE COMMITTEE|99CAC00434|2006-01-17|2005-01-20|2.25|O|KHAS-TV
BURLING FOR LEGISLATURE COMMITTEE|99CAC00434|2006-01-17|2005-01-20|3|O|REFUND ON MISSED TV SPOTS- CHARTER COMM
BURLING FOR LEGISLATURE COMMITTEE|99CAC00434|2005-01-10|2004-11-15|1500|O|OVER PAYMENT FOR RENTAL OF BILLBOARDS   
BURLING FOR LEGISLATURE COMMITTEE|99CAC00434|2006-01-17|2005-06-12|28.06|O|REFUND ON MISSED TV SPOTS- CHARTER COMM
MAXWELL FOR LEGISLATURE (NOW DOUGLAS COUNTY BOARD)|99CAC00438|2002-01-24|2001-01-24|50|O|NE BROADCASTERS ASSOC (MAN'S WATCH)     
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2014-01-31|2013-12-31|17.65|A|paypal fee
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2013-01-15|2012-12-31|415.05|A|check not cleared in 2012 written off
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2011-01-31|2010-05-26|-328|A|E & A Consulting Check reissued
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2011-01-31|2010-02-28|328|A|E&A Consulting Check sent to campaign
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2005-01-12|2004-11-22|107|O|RETURN CHECK                            
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2004-02-02|2003-12-17|84.87|O|TRANSFER PREVIOUS COMMITTEE             
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2001-01-19|2000-12-30|-.2|C|ADJUSTMENT TO CHECK                     
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2001-01-19|2000-12-30|150|C|VOID CHECK FOR AMOUNT                   
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2001-01-19|2000-12-29|200|O|OFFICE SPACE DEPOSIT REFUND PAID BY DIAN
COMMITTEE TO ELECT DIANE BATTIATO |99CAC00439|2000-10-11|2000-10-02|50|C|CHECK WAS VOIDED                        
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2005-05-02|2005-04-18|150.25|A|REFUND FOR ADJUSTMENT TO RENT
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2009-01-07|2008-12-31|82.63|O|Interest from checking account
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2008-01-29|2007-12-31|177.46|O|interest from checking account
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2007-01-23|2006-03-10|4854.88|O|refund from media strategies
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2007-01-23|2005-10-24|53.87|O|refund from cox
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2007-01-23|2005-07-06|395.7|O|refund from cox communication
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2007-01-23|2005-06-23|667.16|O|deposit refund from qwest
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2005-06-20|2005-04-29|125.3|A|REFUND FOR AD
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2010-01-15|2009-12-31|6.26|O|interest from checking account
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2005-06-20|2005-05-31|293.8|A|REFUND-OVERPAID LAST BILL
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2005-06-20|2005-05-31|271.59|A|REFUND-BULK MAILING ACCOUNT
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2005-06-20|2005-05-22|20|A|REFUND
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-08-01|155.41|C|REFUND S. OMAHA QWEST                   
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-08-01|261.49|C|REFUND DEPOSIT MAIN QWEST               
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-07-23|222.6|C|REFUND DEPOSIT MAIN QWEST               
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-06-29|643.06|C|REFUND DEPOSIT S. OMAHA QWEST           
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-06-29|1980.39|C|REFUND FROM QWEST                       
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-10-29|600|C|2 PC PURCHASED BY MISSOURI RIVER TITLE  
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-06-29|740|C|2 PC & 1 PRINTER PURCHASED BY MISSOURI R
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-10-02|11.71|C|CREDIT FROM MUD                         
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2002-01-29|2001-10-11|28.9|C|CREDIT FROM ALLTEL                      
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2001-06-25|2001-06-18|1292.03|C|RFUNDS FROM QWEST FOR DEPOSTS PHONE LINE
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2001-06-25|2001-06-08|4.01|C|REFUND FROM POSTMASTER FOR BALANCE IN AC
MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|99CAC00442|2001-03-28|2001-03-01|25|C|CK RTD BY BANK FOR INSUFF FUNDS         
DOUG CUNNINGHAM FOR LEGISLATURE (DISSOLVED)|99CAC00448|2005-01-24|2004-12-31|142.73|C|REIMBURSEMENT TO CAMPAIGN FOR GIFTS     
DOUG CUNNINGHAM FOR LEGISLATURE (DISSOLVED)|99CAC00448|2004-01-27|2003-12-31|28.8|O|MILEAGE CHECK UNCASHED FOR 2000 ELECTION
DOUG CUNNINGHAM FOR LEGISLATURE (DISSOLVED)|99CAC00448|2002-01-29|2001-01-20|100|O|REIMBURSEMENT OF CONVENTION REGIS FEE   
DOUG CUNNINGHAM FOR LEGISLATURE (DISSOLVED)|99CAC00448|2001-01-17|2000-12-31|100|C|PARTIAL REFUND FROM NE STATE REPUBLICAN 
JIM MONAHAN FOR CITY COUNCIL (DISSOLVED)|99CAC00467|2001-05-15|2001-05-30|191|C|VOIDED CHECK                            
JIM MONAHAN FOR CITY COUNCIL (DISSOLVED)|99CAC00467|2001-05-15|2001-04-19|-20|C|STOP PAYMENT FEE                        
JIM MONAHAN FOR CITY COUNCIL (DISSOLVED)|99CAC00467|2001-05-15|2001-04-01|462|C|LOST CHECK TO VENDOR                    
JIM MONAHAN FOR CITY COUNCIL (DISSOLVED)|99CAC00467|2001-05-15|2001-04-10|150.01|C|REFUND FROM OMAHA WORLD HERALD          
BRESLOW FOR REGENT COMMITTEE|99CAC00468|2002-01-11|2001-02-15|166|O|REFUND OF OVERPYMT - NE PRESS AD SVCS   
BRESLOW FOR REGENT COMMITTEE|99CAC00468|2002-01-11|2001-02-15|62.5|O|REFUND OF OVERPYMT ADVERTISING COX CABLE
BRESLOW FOR REGENT COMMITTEE|99CAC00468|2000-06-19|2000-06-02|79.59|C|REFUND FROM NE PRESS ADVERTISING        
FOLEY FOR THE PEOPLE - STATE AUDITOR (DISSOLVED)|99CAC00470|2011-01-10|2010-12-15|4727.47|A|Trans from Investments to Cash on Hand
FOLEY FOR THE PEOPLE - STATE AUDITOR (DISSOLVED)|99CAC00470|2004-06-22|2004-05-26|72.82|C|REIMBURSED FOR THE COST OF CAMPAIGN ENVE
PHIL ODOM FOR LEGISLATURE|99CAC00474|2000-06-20|2000-04-18|50|C|CHECK #1013 TO BEN NELSON ,RETURNED     
DAVIS FOR EDUCATION|99CAC00476|2001-03-01|2000-11-23|14.02|C|DONATION TO CHURCH REMAINING CAMPAIGN FU
DAVIS FOR EDUCATION|99CAC00476|2000-10-11|2000-10-03|9.07|C|DEBIT CHARGE FOR OTOE CITY BANK         
NEWELL FOR REGISTER OF DEEDS|99CAC00479|2004-02-02|2003-12-31|178.92|C|BANK FEES FOR INACTIVE ACCT             
COMMITTEE TO ELECT MARGARET HORNADY (DISSOLVED)|99CAC00488|2006-01-10|2005-12-29|50|A|UNEXPENDED FUNDS TRANSFERRED TO MARGARET
JOHNSON FOR REGENT (DISSOLVED)|99CAC00490|2001-01-10|2000-12-31|167.36|C|BAL OF FUNDS:AMERICAN DIABETES ASSOC.   
COMMITTEE FOR BETTER JOBS & SAFER NEIGHBORHOODS (D|99BQC00043|2000-06-08|2000-04-21|700|O|DONATIONS NOT OVER $250 PER DONATION    
TIM POTTER ELECTION COMMITTEE|99CAC00497|2007-01-17|2006-11-29|28|A|refund of service charges
FAMILIES FOR BURCAW (DISSOLVED)|99CAC00675|2004-10-04|2004-03-12|.74|C|PAYPAL TEST DEPOSIT TO ACTIVATE ACCT    
COMMITTEE TO ELECT JOHN T. GREEN|99CAC00679|2005-01-10|2005-01-24|120|C|SOLD COMPUTER AND PRINTER               
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)(D|99CAC00686|2012-01-27|2011-03-08|700|O|REIMBURSEMENT OF DUPLICATE PAYMENT TO LAVON HEIDEMANN FOR 2010 UNL FOOTBALL TICKETS
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)(D|99CAC00686|2012-01-27|2011-03-08|200|O|REIMBURSEMNT FOR CAMPAIGN CONTRIBUTION MADE TO COUNTY COMMISSIONERS IN 2010
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)(D|99CAC00686|2011-01-25|2010-02-12|46|A|REIMBURSEMENT FROM INDIVIDUALS FOR 2009 UNL FOOTBALL TICKETS 
COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)(D|99CAC00686|2008-10-03|2008-07-05|-1000|A|Contributions returned, see Schedule B
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2006-01-03|2005-12-31|105.79|A|Transfer remaining funds to PSC campaign
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-06-21|2005-05-10|87.51|O|REFUND POSTAGE - UNIONIST PRINT
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-06-21|2005-05-17|1600|O|REFUND OVERCHARGE- RMA, INC.
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-06-21|2005-06-05|7.43|O|INTEREST EARNED ON CHECKING ACCOUNT
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-05-03|2005-04-05|35.18|O|INTEREST ON CHECKING ACCOUNT 
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-03-30|2005-03-21|50.6|O|INTEREST ON CHECKING ACCOUNT
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-06-21|2005-05-05|25.46|O|INTEREST EARNED ON CHECKING ACCOUNT
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-03-10|2005-02-04|73.91|O|INTEREST PAID BY SECURITY NATIONAL BANK
ANNE BOYLE FOR CITY COUNCIL (DISSOLVED)|99CAC00691|2005-01-27|2004-12-03|56.16|O|INTEREST PAID BY SECURITY NATIOAL BANK  
SCHWOPE FOR NRD|99CAC00694|2005-01-12|2004-12-31|-.52|C|ORIGINAL START BALANCE                  
YES ON STREETS AND TRAILS (DISSOLVED)|99BQC00096|2004-09-07|2004-08-18|14|C|BANK CHARGE                             
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2006-01-27|2005-01-04|136|O|RESTONE MEDIA  - REFUND KDUH
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2006-01-27|2005-02-18|1946.5|O|REDSTONE MEDIA - REFUND KXVO
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2006-01-27|2005-02-08|765|O|RESTONE MEDIA - REFUND KHGI
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2006-01-27|2005-02-18|284.75|O|REDSTONE MEDIA - REFUND KPTM
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2006-01-27|2005-02-08|12379.42|O|CHARTER MEDIA - REFUND OVERPAYMENT
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2006-01-27|2005-01-04|170.81|O|ALLTEL REFUND
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-12-27|146.74|O|REDSTONE MEDIA - REFUND KMTV
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-12-27|299.2|O|REDSTONE MEDIA - REFUND KSTF
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-12-27|170.85|O|REDSTONE MEDIA - REFUND COX COMMUNICATIO
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-12-27|85.75|O|TIMEWARNER CABLE - REFUND OVER PYMT     
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-12-09|14.5|O|CHASE CTY CLERK-REFUND ABSENTEE NAME COL
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-12-09|609.82|O|US POSTMASTER-REFUND OF POSTAGE OVERPYMT
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2005-01-11|2004-11-08|1191.01|O|GOODKIND-REFUND OF POSTAGE OVERPYMT     
YES ON AMENDMENT 3 (DISSOLVED)|99BQC00097|2004-10-25|2004-09-30|.3|C|REIMBURSEMENT TO CHRIS LONGLY - ADJ 1ST 
CITIZENS AGAINST A TOTAL BAN (DISSOLVED)|99BQC00098|2005-01-11|2004-12-31|.5|C|ACCOUNTING ERROR                        
CITIZENS FOR PUBLIC SAFETY (DISSOLVED)|99BQC00100|2005-12-28|2005-12-16|-2.5|O|WELLS FARGO BANK ACCOUNT FEES
CITIZENS FOR PUBLIC SAFETY (DISSOLVED)|99BQC00100|2005-12-28|2005-11-17|-5|O|WELLS FARGO BANK ACCOUNT FEES
CITIZENS FOR PUBLIC SAFETY (DISSOLVED)|99BQC00100|2005-12-28|2005-11-08|30|O|CONTRIBUTION RECEIVED FROM INDIVIDUAL
GNADT'S NPPD CAMPAIGN COMMITTEE (DISSOLVED)|99CAC00703|2004-10-21|2004-05-13|34.42|C|REFUND OF OVERPAYMENT TO KEARNEY HUB    
BRUCE LEAR FOR CITY COUNCIL|99CAC00706|2012-10-29|2012-10-16|1750.31|A|investment transferred back to bank acct
BRUCE LEAR FOR CITY COUNCIL|99CAC00706|2007-01-25|2006-12-31|1177.48|O|Transfer to Investment Account
THE COMMITTEE TO ELECT MARY SUE OFFERJOST|99CAC00707|2005-01-12|2004-12-29|-287.93|O|BALANCE OF CAMPAIGN CHECKING ACCOUNT RET
SLOBOTSKI FOR METRO BOARD COMMITTEE|99CAC00708|2005-01-12|2005-01-10|73.47|C|RETURN CONTRIBUTON  TO JEFF SLOBOTSKI   
FRIENDS FOR JIM SUTTLE (DISSOLVED 2008-12-11)|99CAC00709|2008-12-11|2008-10-24|200|A|Refund of overpayment to Lois Headrick
FRIENDS FOR JIM SUTTLE (DISSOLVED 2008-12-11)|99CAC00709|2008-12-11|2008-05-13|50|A|Phone purchase rebate from Verizon Wirel
FRIENDS FOR JIM SUTTLE (DISSOLVED 2008-12-11)|99CAC00709|2007-01-30|2006-01-01|6893.31|A|Prior period error correction See attach
ROBIN ESCHLIMAN FOR CITY COUNCIL|99CAC00712|2010-01-05|2009-05-09|100|A|event held-depst back in accnt. May 09 
ROBIN ESCHLIMAN FOR CITY COUNCIL|99CAC00712|2011-01-05|2010-03-11|100|A|check returned to Duane Acklie
LINCOLN LIAISON COMMITTEE (DISSOLVED 2005) |05BQC00104|2005-05-06|2005-05-05|86.91|A|CASHIERS CHECK TO AMERICAN HEART ASSOCIA
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2014-01-30|2013-09-20|96|A|premium refund
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2008-01-15|2007-12-31|106.99|A|Add back voided ck 1025 dtd 9-11-05
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2008-01-15|2007-12-31|588.71|A|Add back voided ck 1468 dtd 10-25-06
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2008-01-15|2007-12-31|1561.23|A|Add back voided ck 1555 dtd 12-22-06
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2008-01-15|2007-01-02|.06|A|Clearing error on ck # 1544 dtd 12-22-06
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2008-01-15|2007-12-19|.01|A|Clearing error on ck # 1919 dtd 12-13-07
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2006-10-10|2006-10-03|12601.57|O|CORRECTION OF PRIOR PERIOD CASH BALANCE 
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2006-01-31|2005-11-15|30|A|REBATE FOR COPIER
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2010-01-29|2009-12-30|170|A|unidentifed variance
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2010-01-29|2009-12-31|281471.4|A|redeem mature us bank cds
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2010-01-29|2009-12-29|300|A|void/reissue check 2059
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2006-01-31|2005-10-17|200|A|STATE FAIR DEPOSIT REFUND
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2006-01-31|2005-09-13|50|A|REBATE FOR PRINTER
GOVERNOR HEINEMAN COMMITTEE|05CAC00722|2007-01-16|2006-11-29|-399.95|O|CONTESTED BANK CHARGE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-01-31|2005-12-14|64|A|POSTMASTER CLOSED BOX IN GRAND ISLAND
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-01-31|2005-11-21|176.41|A|QWEST REFUND GRAND ISLAND OFFICE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-03-07|2007-02-06|60|A|refund from po box
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|362|A|REPLACE CHECK TO AURORA NEWS
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|330|A|CHECK TO AURORA NEWS VOIDED & REPAID 362
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|500|A|SALE OF COMPUTER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|600|A|SALE OF COMPUTER, FAX, FURNITURE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|1200|A|SALE OF COMPUTER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|500|A|SALE OF COMPUTER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|1647.3|A|REFUND TV MEDIA BUYS - DAVID & ASSOCIATE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-13|66229.48|A|REFUND MEDIA BUYS - DAVID & ASSOCIATES
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-07|17.36|A|REFUND NEWSPAPER SUBSCRIPTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-07|5.36|A|REFUND NEWSPAPER SUBSCRIPTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-07|100|A|SALE OF OFFICE DESK
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-06-07|65|A|SALE OF PRINTER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|1000|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|1000|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|1000|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|1000|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|1000|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|150|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|1000|A|RETURN CONTRIBUTION
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-31|22.5|A|RETURN CONTRIBUTION DESIGNATED GENERAL 
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-06-19|2006-05-22|740|A|SALE OF CAMPAIGN COMPUTER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-01-31|2005-12-27|89.78|A|ALLTEL REFUND (877) NUMBER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-01-31|2005-12-16|50|A|OFFICE MAX REBATE FOR PRINTER
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-01-31|2005-11-21|56.49|A|ALLTEL REFUND GRAND ISLAND OFFICE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-05-01|2006-04-14|20|A|REBATE FOR USB MEMORY CARD
TOM OSBORNE FOR GOVERNOR |05CAC00727|2006-04-10|2006-01-26|4.46|A|REFUND FROM ALLTEL
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-12-31|1245|A|Outstanding checks-Credited back to acct
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-12-30|122|A|Bank error-Credited to acct-Home Federal
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-12-12|135|A|Sale of office furn-Lory Cappel, McCook 
